expected_index,actual_index,side,expected_timestamp_utc,actual_timestamp_utc,expected_exit_timestamp_utc,actual_exit_timestamp_utc,expected_entry_price,actual_entry_price,expected_exit_price,actual_exit_price,expected_pnl_pips,actual_pnl_pips,expected_exit_reason,actual_exit_reason,exit_reason_match,expected_stop_loss_price,actual_stop_loss_price,expected_take_profit_price,actual_take_profit_price,expected_same_bar_collision,actual_same_bar_collision,same_bar_collision_match,expected_collision_resolution,baseline_expected_exit_timestamp_utc,baseline_expected_exit_price,baseline_expected_pnl_pips,baseline_expected_exit_reason,baseline_expected_stop_loss_price,baseline_expected_take_profit_price,comparison_basis,boundary_ambiguous_close_timing,boundary_ambiguous_exit_semantics,entry_price_delta_pips,exit_price_delta_pips,fill_delta_pips,close_timing_delta_seconds,breach_entry_price,breach_exit_price,breach_fill_delta,breach_close_timing,breach_exit_reason,breach_same_bar_collision,breach_any,likely_cause
10,12,short,2025-10-02T10:36:00Z,2025-10-02T10:36:00Z,2025-10-02T13:06:00Z,2025-10-02T13:06:00Z,1.17544,1.17544,1.17558,1.17559,-1.4,-1.5,timeout,timeout,True,1.17614,1.17614,1.17304,1.17304,False,False,True,,2025-10-02T13:06:00Z,1.17558,-1.4,timeout,1.17614,1.17304,actual_fill_adjusted_executable,False,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
11,13,long,2025-10-02T13:07:00Z,2025-10-02T13:07:00Z,2025-10-02T13:25:00Z,2025-10-02T13:25:40Z,1.1756,1.17561,1.17491,1.17491,-7.0,-7.0,stop_loss,stop_loss,True,1.17491,1.17491,1.17801,1.17801,False,False,True,,2025-10-02T13:26:00Z,1.1749,-7.0,stop_loss,1.1749,1.178,actual_fill_adjusted_executable,False,True,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
12,14,short,2025-10-02T13:27:00Z,2025-10-02T13:26:00Z,2025-10-02T14:43:00Z,2025-10-02T14:43:40Z,1.1749,1.17504,1.1725,1.17264,24.0,24.0,take_profit,take_profit,True,1.1756,1.17574,1.1725,1.17264,False,False,True,,2025-10-02T14:43:00Z,1.1725,24.0,take_profit,1.1756,1.1725,baseline_executable,False,True,1.4,1.4,0.0,40.0,True,False,False,False,False,False,True,entry_price_drift
13,15,long,2025-10-03T08:01:00Z,2025-10-03T08:01:00Z,2025-10-03T10:31:00Z,2025-10-03T10:31:00Z,1.17221,1.17222,1.17349,1.17349,12.7,12.7,timeout,timeout,True,1.17152,1.17152,1.17462,1.17462,False,False,True,,2025-10-03T10:31:00Z,1.17349,12.8,timeout,1.17151,1.17461,actual_fill_adjusted_executable,False,False,0.1,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
14,16,long,2025-10-03T10:46:00Z,2025-10-03T10:46:00Z,2025-10-03T12:12:00Z,2025-10-03T12:12:20Z,1.17392,1.17392,1.17322,1.17322,-7.0,-7.0,stop_loss,stop_loss,True,1.17322,1.17322,1.17632,1.17632,False,False,True,,2025-10-03T12:12:00Z,1.17322,-7.0,stop_loss,1.17322,1.17632,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
15,17,short,2025-10-03T12:13:00Z,2025-10-03T12:13:00Z,2025-10-03T12:35:00Z,2025-10-03T12:35:40Z,1.17342,1.17342,1.17412,1.17412,-7.0,-7.0,stop_loss,stop_loss,True,1.17412,1.17412,1.17102,1.17102,False,False,True,,2025-10-03T12:35:00Z,1.17412,-7.0,stop_loss,1.17412,1.17102,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
16,18,long,2025-10-03T12:36:00Z,2025-10-03T12:36:00Z,2025-10-03T12:57:00Z,2025-10-03T12:57:40Z,1.17417,1.17418,1.17348,1.17348,-7.0,-7.0,stop_loss,stop_loss,True,1.17348,1.17348,1.17658,1.17658,False,False,True,,2025-10-03T12:57:00Z,1.17347,-7.0,stop_loss,1.17347,1.17657,actual_fill_adjusted_executable,False,True,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
17,19,short,2025-10-03T12:58:00Z,2025-10-03T12:58:00Z,2025-10-03T14:20:00Z,2025-10-03T14:20:20Z,1.17353,1.17353,1.17423,1.17423,-7.0,-7.0,stop_loss,stop_loss,True,1.17423,1.17423,1.17113,1.17113,False,False,True,,2025-10-03T14:20:00Z,1.17423,-7.0,stop_loss,1.17423,1.17113,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
18,20,short,2025-10-06T08:01:00Z,2025-10-06T08:01:00Z,2025-10-06T08:05:00Z,2025-10-06T08:05:40Z,1.16928,1.16928,1.16998,1.16998,-7.0,-7.0,stop_loss,stop_loss,True,1.16998,1.16998,1.16688,1.16688,False,False,True,,2025-10-06T08:05:00Z,1.16998,-7.0,stop_loss,1.16998,1.16688,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
19,21,long,2025-10-06T08:06:00Z,2025-10-06T08:06:00Z,2025-10-06T08:41:00Z,2025-10-06T08:41:40Z,1.16999,1.17,1.1693,1.1693,-7.0,-7.0,stop_loss,stop_loss,True,1.1693,1.1693,1.1724,1.1724,False,False,True,,2025-10-06T08:41:00Z,1.16929,-7.0,stop_loss,1.16929,1.17239,actual_fill_adjusted_executable,False,True,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
20,22,short,2025-10-06T08:42:00Z,2025-10-06T08:42:00Z,2025-10-06T09:00:00Z,2025-10-06T09:00:40Z,1.16857,1.16857,1.16617,1.16617,24.0,24.0,take_profit,take_profit,True,1.16927,1.16927,1.16617,1.16617,False,False,True,,2025-10-06T09:00:00Z,1.16617,24.0,take_profit,1.16927,1.16617,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
21,23,short,2025-10-06T09:01:00Z,2025-10-06T09:01:00Z,2025-10-06T09:29:00Z,2025-10-06T09:29:40Z,1.16609,1.16609,1.16679,1.16679,-7.0,-7.0,stop_loss,stop_loss,True,1.16679,1.16679,1.16369,1.16369,False,False,True,,2025-10-06T09:29:00Z,1.16679,-7.0,stop_loss,1.16679,1.16369,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
22,24,long,2025-10-06T09:30:00Z,2025-10-06T09:30:00Z,2025-10-06T10:09:00Z,2025-10-06T10:09:40Z,1.16676,1.16677,1.16607,1.16607,-7.0,-7.0,stop_loss,stop_loss,True,1.16607,1.16607,1.16917,1.16917,False,False,True,,2025-10-06T10:09:00Z,1.16606,-7.0,stop_loss,1.16606,1.16916,actual_fill_adjusted_executable,False,True,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
23,25,short,2025-10-06T10:10:00Z,2025-10-06T10:10:00Z,2025-10-06T10:37:00Z,2025-10-06T10:37:40Z,1.16603,1.16603,1.16673,1.16673,-7.0,-7.0,stop_loss,stop_loss,True,1.16673,1.16673,1.16363,1.16363,False,False,True,,2025-10-06T10:37:00Z,1.16673,-7.0,stop_loss,1.16673,1.16363,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
24,26,long,2025-10-06T10:38:00Z,2025-10-06T10:38:00Z,2025-10-06T10:43:00Z,2025-10-06T10:43:40Z,1.16661,1.16661,1.16591,1.16591,-7.0,-7.0,stop_loss,stop_loss,True,1.16591,1.16591,1.16901,1.16901,False,False,True,,2025-10-06T10:43:00Z,1.16591,-7.0,stop_loss,1.16591,1.16901,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
25,27,short,2025-10-06T10:44:00Z,2025-10-06T10:44:00Z,2025-10-06T10:51:00Z,2025-10-06T10:51:20Z,1.16595,1.16595,1.16665,1.16665,-7.0,-7.0,stop_loss,stop_loss,True,1.16665,1.16665,1.16355,1.16355,False,False,True,,2025-10-06T10:51:00Z,1.16665,-7.0,stop_loss,1.16665,1.16355,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
26,28,long,2025-10-06T10:56:00Z,2025-10-06T10:56:00Z,2025-10-06T11:05:00Z,2025-10-06T11:05:20Z,1.16658,1.16659,1.16589,1.16589,-7.0,-7.0,stop_loss,stop_loss,True,1.16589,1.16589,1.16899,1.16899,False,False,True,,2025-10-06T11:05:00Z,1.16588,-7.0,stop_loss,1.16588,1.16898,actual_fill_adjusted_executable,False,True,0.1,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
27,29,short,2025-10-06T11:06:00Z,2025-10-06T11:06:00Z,2025-10-06T12:14:00Z,2025-10-06T12:14:40Z,1.16607,1.16607,1.16677,1.16677,-7.0,-7.0,stop_loss,stop_loss,True,1.16677,1.16677,1.16367,1.16367,False,False,True,,2025-10-06T12:14:00Z,1.16677,-7.0,stop_loss,1.16677,1.16367,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
28,30,long,2025-10-06T12:15:00Z,2025-10-06T12:15:00Z,2025-10-06T14:03:00Z,2025-10-06T14:03:40Z,1.1668,1.16681,1.16921,1.16921,24.0,24.0,take_profit,take_profit,True,1.16611,1.16611,1.16921,1.16921,False,False,True,,2025-10-06T14:03:00Z,1.1692,24.0,take_profit,1.1661,1.1692,actual_fill_adjusted_executable,False,True,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
29,31,short,2025-10-07T08:02:00Z,2025-10-07T08:02:00Z,2025-10-07T10:32:00Z,2025-10-07T10:32:00Z,1.16856,1.16856,1.16658,1.16659,19.8,19.7,timeout,timeout,True,1.16926,1.16926,1.16616,1.16616,False,False,True,,2025-10-07T10:32:00Z,1.16658,19.8,timeout,1.16926,1.16616,actual_fill_adjusted_executable,False,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
30,32,short,2025-10-07T10:40:00Z,2025-10-07T10:40:00Z,2025-10-07T11:08:00Z,2025-10-07T11:08:40Z,1.16621,1.16621,1.16691,1.16691,-7.0,-7.0,stop_loss,stop_loss,True,1.16691,1.16691,1.16381,1.16381,False,False,True,,2025-10-07T11:08:00Z,1.16691,-7.0,stop_loss,1.16691,1.16381,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
32,33,short,2025-10-07T12:22:00Z,2025-10-07T12:22:00Z,2025-10-07T14:07:00Z,2025-10-07T14:07:40Z,1.16625,1.16625,1.16695,1.16695,-7.0,-7.0,stop_loss,stop_loss,True,1.16695,1.16695,1.16385,1.16385,False,False,True,,2025-10-07T14:07:00Z,1.16695,-7.0,stop_loss,1.16695,1.16385,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
33,34,long,2025-10-08T08:08:00Z,2025-10-08T08:08:00Z,2025-10-08T08:19:00Z,2025-10-08T08:19:40Z,1.16187,1.16188,1.16118,1.16118,-7.0,-7.0,stop_loss,stop_loss,True,1.16118,1.16118,1.16428,1.16428,False,False,True,,2025-10-08T09:57:00Z,1.16117,-7.0,stop_loss,1.16117,1.16427,actual_fill_adjusted_executable,False,True,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
34,37,short,2025-10-08T09:58:00Z,2025-10-08T09:58:00Z,2025-10-08T10:14:00Z,2025-10-08T10:14:40Z,1.16132,1.16132,1.16202,1.16202,-7.0,-7.0,stop_loss,stop_loss,True,1.16202,1.16202,1.15892,1.15892,False,False,True,,2025-10-08T10:14:00Z,1.16202,-7.0,stop_loss,1.16202,1.15892,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
35,38,long,2025-10-08T10:15:00Z,2025-10-08T10:15:00Z,2025-10-08T10:33:00Z,2025-10-08T10:33:40Z,1.16201,1.16202,1.16132,1.16132,-7.0,-7.0,stop_loss,stop_loss,True,1.16132,1.16132,1.16442,1.16442,False,False,True,,2025-10-08T10:33:00Z,1.16131,-7.0,stop_loss,1.16131,1.16441,actual_fill_adjusted_executable,False,True,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
36,39,short,2025-10-08T10:34:00Z,2025-10-08T10:34:00Z,2025-10-08T11:19:00Z,2025-10-08T11:19:40Z,1.16124,1.16124,1.16194,1.16194,-7.0,-7.0,stop_loss,stop_loss,True,1.16194,1.16194,1.15884,1.15884,False,False,True,,2025-10-08T11:19:00Z,1.16194,-7.0,stop_loss,1.16194,1.15884,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
37,40,long,2025-10-08T11:20:00Z,2025-10-08T11:20:00Z,2025-10-08T13:50:00Z,2025-10-08T13:50:00Z,1.16203,1.16204,1.16349,1.16349,14.5,14.5,timeout,timeout,True,1.16134,1.16134,1.16444,1.16444,False,False,True,,2025-10-08T13:50:00Z,1.16349,14.6,timeout,1.16133,1.16443,actual_fill_adjusted_executable,False,False,0.1,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
38,41,long,2025-10-09T08:01:00Z,2025-10-09T08:01:00Z,2025-10-09T08:35:00Z,2025-10-09T08:35:40Z,1.1619,1.16191,1.16121,1.16121,-7.0,-7.0,stop_loss,stop_loss,True,1.16121,1.16121,1.16431,1.16431,False,False,True,,2025-10-09T08:35:00Z,1.1612,-7.0,stop_loss,1.1612,1.1643,actual_fill_adjusted_executable,False,True,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
39,42,short,2025-10-09T08:36:00Z,2025-10-09T08:36:00Z,2025-10-09T10:04:00Z,2025-10-09T10:04:40Z,1.16123,1.16123,1.16193,1.16193,-7.0,-7.0,stop_loss,stop_loss,True,1.16193,1.16193,1.15883,1.15883,False,False,True,,2025-10-09T10:04:00Z,1.16193,-7.0,stop_loss,1.16193,1.15883,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
40,43,long,2025-10-09T10:05:00Z,2025-10-09T10:05:00Z,2025-10-09T10:08:00Z,2025-10-09T10:08:40Z,1.16234,1.16235,1.16165,1.16165,-7.0,-7.0,stop_loss,stop_loss,True,1.16165,1.16165,1.16475,1.16475,False,False,True,,2025-10-09T10:08:00Z,1.16164,-7.0,stop_loss,1.16164,1.16474,actual_fill_adjusted_executable,False,True,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
41,44,short,2025-10-09T10:16:00Z,2025-10-09T10:16:00Z,2025-10-09T10:24:00Z,2025-10-09T10:24:20Z,1.16126,1.16126,1.16196,1.16196,-7.0,-7.0,stop_loss,stop_loss,True,1.16196,1.16196,1.15886,1.15886,False,False,True,,2025-10-09T10:24:00Z,1.16196,-7.0,stop_loss,1.16196,1.15886,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
42,45,long,2025-10-09T10:25:00Z,2025-10-09T10:25:00Z,2025-10-09T12:03:00Z,2025-10-09T12:03:40Z,1.16189,1.1619,1.1612,1.1612,-7.0,-7.0,stop_loss,stop_loss,True,1.1612,1.1612,1.1643,1.1643,False,False,True,,2025-10-09T12:04:00Z,1.16119,-7.0,stop_loss,1.16119,1.16429,actual_fill_adjusted_executable,False,True,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
44,47,long,2025-10-09T12:41:00Z,2025-10-09T12:41:00Z,2025-10-09T12:56:00Z,2025-10-09T12:56:40Z,1.16204,1.16205,1.16135,1.16135,-7.0,-7.0,stop_loss,stop_loss,True,1.16135,1.16135,1.16445,1.16445,False,False,True,,2025-10-09T12:56:00Z,1.16134,-7.0,stop_loss,1.16134,1.16444,actual_fill_adjusted_executable,False,True,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
45,48,short,2025-10-09T12:57:00Z,2025-10-09T12:57:00Z,2025-10-09T14:07:00Z,2025-10-09T14:07:20Z,1.16129,1.16129,1.16199,1.16199,-7.0,-7.0,stop_loss,stop_loss,True,1.16199,1.16199,1.15889,1.15889,False,False,True,,2025-10-09T14:07:00Z,1.16199,-7.0,stop_loss,1.16199,1.15889,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
46,49,long,2025-10-10T08:05:00Z,2025-10-10T08:05:00Z,2025-10-10T08:20:00Z,2025-10-10T08:20:40Z,1.15741,1.15742,1.15672,1.15672,-7.0,-7.0,stop_loss,stop_loss,True,1.15672,1.15672,1.15982,1.15982,False,False,True,,2025-10-10T08:20:00Z,1.15671,-7.0,stop_loss,1.15671,1.15981,actual_fill_adjusted_executable,False,True,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
47,50,short,2025-10-10T08:21:00Z,2025-10-10T08:21:00Z,2025-10-10T08:33:00Z,2025-10-10T08:33:40Z,1.15669,1.15669,1.15739,1.15739,-7.0,-7.0,stop_loss,stop_loss,True,1.15739,1.15739,1.15429,1.15429,False,False,True,,2025-10-10T08:33:00Z,1.15739,-7.0,stop_loss,1.15739,1.15429,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
48,51,long,2025-10-10T08:34:00Z,2025-10-10T08:34:00Z,2025-10-10T11:04:00Z,2025-10-10T11:04:00Z,1.15748,1.15749,1.1574,1.1574,-0.9,-0.9,timeout,timeout,True,1.15679,1.15679,1.15989,1.15989,False,False,True,,2025-10-10T11:04:00Z,1.1574,-0.8,timeout,1.15678,1.15988,actual_fill_adjusted_executable,False,False,0.1,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
49,52,long,2025-10-10T11:13:00Z,2025-10-10T11:13:00Z,2025-10-10T12:05:00Z,2025-10-10T12:05:40Z,1.15769,1.1577,1.157,1.157,-7.0,-7.0,stop_loss,stop_loss,True,1.157,1.157,1.1601,1.1601,False,False,True,,2025-10-10T12:05:00Z,1.15699,-7.0,stop_loss,1.15699,1.16009,actual_fill_adjusted_executable,True,True,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
50,53,short,2025-10-10T12:27:00Z,2025-10-10T12:28:00Z,2025-10-10T14:57:00Z,2025-10-10T13:30:20Z,1.15706,1.15693,1.15666,1.15763,4.0,-7.0,timeout,stop_loss,False,1.15776,1.15763,1.15466,1.15453,False,False,True,,2025-10-10T14:57:00Z,1.15666,4.0,timeout,1.15776,1.15466,baseline_executable,False,True,1.3,9.7,11.0,5200.0,True,False,False,False,False,False,True,entry_price_drift
51,55,short,2025-10-13T08:01:00Z,2025-10-13T08:01:00Z,2025-10-13T09:32:00Z,2025-10-13T09:32:40Z,1.16116,1.16116,1.15876,1.15876,24.0,24.0,take_profit,take_profit,True,1.16186,1.16186,1.15876,1.15876,False,False,True,,2025-10-13T09:32:00Z,1.15876,24.0,take_profit,1.16186,1.15876,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
52,56,short,2025-10-13T09:33:00Z,2025-10-13T09:33:00Z,2025-10-13T10:05:00Z,2025-10-13T10:05:40Z,1.15879,1.15879,1.15949,1.15949,-7.0,-7.0,stop_loss,stop_loss,True,1.15949,1.15949,1.15639,1.15639,False,False,True,,2025-10-13T10:05:00Z,1.15949,-7.0,stop_loss,1.15949,1.15639,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
53,57,long,2025-10-13T10:06:00Z,2025-10-13T10:06:00Z,2025-10-13T11:17:00Z,2025-10-13T11:17:20Z,1.15945,1.15946,1.15876,1.15876,-7.0,-7.0,stop_loss,stop_loss,True,1.15876,1.15876,1.16186,1.16186,False,False,True,,2025-10-13T11:17:00Z,1.15875,-7.0,stop_loss,1.15875,1.16185,actual_fill_adjusted_executable,False,True,0.1,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
54,58,short,2025-10-13T11:23:00Z,2025-10-13T11:23:00Z,2025-10-13T12:02:00Z,2025-10-13T12:02:40Z,1.15844,1.15844,1.15914,1.15914,-7.0,-7.0,stop_loss,stop_loss,True,1.15914,1.15914,1.15604,1.15604,False,False,True,,2025-10-13T12:02:00Z,1.15914,-7.0,stop_loss,1.15914,1.15604,actual_fill_adjusted_executable,False,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
55,59,long,2025-10-13T12:03:00Z,2025-10-13T12:03:00Z,2025-10-13T12:26:00Z,2025-10-13T12:26:40Z,1.15914,1.15915,1.15845,1.15845,-7.0,-7.0,stop_loss,stop_loss,True,1.15845,1.15845,1.16155,1.16155,False,False,True,,2025-10-13T12:26:00Z,1.15844,-7.0,stop_loss,1.15844,1.16154,actual_fill_adjusted_executable,False,True,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
56,60,short,2025-10-13T12:27:00Z,2025-10-13T12:27:00Z,2025-10-13T14:57:00Z,2025-10-13T14:57:00Z,1.15844,1.15844,1.15721,1.15722,12.3,12.2,timeout,timeout,True,1.15914,1.15914,1.15604,1.15604,False,False,True,,2025-10-13T14:57:00Z,1.15721,12.3,timeout,1.15914,1.15604,actual_fill_adjusted_executable,False,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
57,61,long,2025-10-14T08:07:00Z,2025-10-14T08:07:00Z,2025-10-14T08:14:00Z,2025-10-14T08:14:20Z,1.15731,1.15732,1.15662,1.15662,-7.0,-7.0,stop_loss,stop_loss,True,1.15662,1.15662,1.15972,1.15972,False,False,True,,2025-10-14T08:14:00Z,1.15661,-7.0,stop_loss,1.15661,1.15971,actual_fill_adjusted_executable,False,True,0.1,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
