expected_index,actual_index,side,expected_timestamp_utc,actual_timestamp_utc,expected_exit_timestamp_utc,actual_exit_timestamp_utc,expected_entry_price,actual_entry_price,expected_exit_price,actual_exit_price,expected_pnl_pips,actual_pnl_pips,expected_exit_reason,actual_exit_reason,exit_reason_match,expected_stop_loss_price,actual_stop_loss_price,expected_take_profit_price,actual_take_profit_price,expected_same_bar_collision,actual_same_bar_collision,same_bar_collision_match,expected_collision_resolution,entry_price_delta_pips,exit_price_delta_pips,fill_delta_pips,close_timing_delta_seconds,breach_entry_price,breach_exit_price,breach_fill_delta,breach_close_timing,breach_exit_reason,breach_same_bar_collision,breach_any,likely_cause
30,30,short,2025-10-17T13:03:00Z,2025-10-17T13:03:00Z,2025-10-17T15:05:00Z,2025-10-17T15:05:40Z,1.16841,1.16841,1.16641,1.16641,20.0,20.0,take_profit,take_profit,True,1.16941,1.16941,1.16641,1.16641,False,False,True,,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
31,31,short,2025-10-17T15:10:00Z,2025-10-17T15:10:00Z,2025-10-17T16:52:00Z,2025-10-17T16:52:20Z,1.16631,1.16631,1.16731,1.16731,-10.0,-10.0,stop_loss,stop_loss,True,1.16731,1.16731,1.16431,1.16431,False,False,True,,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
33,32,short,2025-10-21T13:29:00Z,2025-10-21T13:29:00Z,2025-10-21T14:16:00Z,2025-10-21T14:16:40Z,1.16058,1.16058,1.16158,1.16158,-10.0,-10.0,stop_loss,stop_loss,True,1.16158,1.16158,1.15858,1.15858,False,False,True,,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
35,35,short,2025-10-22T14:08:00Z,2025-10-22T14:08:00Z,2025-10-22T14:33:00Z,2025-10-22T14:33:40Z,1.1584,1.1584,1.1594,1.1594,-10.0,-10.0,stop_loss,stop_loss,True,1.1594,1.1594,1.1564,1.1564,False,False,True,,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
38,36,short,2025-10-23T15:47:00Z,2025-10-23T15:47:00Z,2025-10-23T17:53:00Z,2025-10-23T17:53:00Z,1.16138,1.16138,1.16094,1.16095,4.4,4.3,timeout,timeout,True,1.16238,1.16238,1.15938,1.15938,False,False,True,,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
39,37,long,2025-10-24T13:38:00Z,2025-10-24T13:38:00Z,2025-10-24T13:47:00Z,2025-10-24T13:47:40Z,1.16425,1.16426,1.16325,1.16326,-10.0,-10.0,stop_loss,stop_loss,True,1.16325,1.16326,1.16625,1.16626,False,False,True,,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
40,38,short,2025-10-24T13:51:00Z,2025-10-24T13:51:00Z,2025-10-24T15:57:00Z,2025-10-24T15:57:00Z,1.16337,1.16337,1.16245,1.16246,9.2,9.1,timeout,timeout,True,1.16437,1.16437,1.16137,1.16137,False,False,True,,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
42,40,short,2025-10-29T15:50:00Z,2025-10-29T15:50:00Z,2025-10-29T16:57:00Z,2025-10-29T16:57:40Z,1.16368,1.16368,1.16468,1.16468,-10.0,-10.0,stop_loss,stop_loss,True,1.16468,1.16468,1.16168,1.16168,False,False,True,,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
43,41,short,2025-10-30T14:31:00Z,2025-10-30T14:31:00Z,2025-10-30T14:54:00Z,2025-10-30T14:54:40Z,1.1581,1.1581,1.1561,1.1561,20.0,20.0,take_profit,take_profit,True,1.1591,1.1591,1.1561,1.1561,False,False,True,,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
46,43,short,2025-11-04T13:33:00Z,2025-11-04T13:33:00Z,2025-11-04T14:04:00Z,2025-11-04T14:04:40Z,1.14817,1.14817,1.14917,1.14917,-10.0,-10.0,stop_loss,stop_loss,True,1.14917,1.14917,1.14617,1.14617,False,False,True,,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
47,44,long,2025-11-04T15:55:00Z,2025-11-04T15:55:00Z,2025-11-04T18:01:00Z,2025-11-04T18:01:00Z,1.14824,1.14825,1.14898,1.14898,7.4,7.3,timeout,timeout,True,1.14724,1.14725,1.15024,1.15025,False,False,True,,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
48,45,short,2025-11-05T14:20:00Z,2025-11-05T14:20:00Z,2025-11-05T16:26:00Z,2025-11-05T16:26:00Z,1.14854,1.14854,1.14838,1.14839,1.6,1.5,timeout,timeout,True,1.14954,1.14954,1.14654,1.14654,False,False,True,,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
49,46,long,2025-11-07T15:11:00Z,2025-11-07T15:11:00Z,2025-11-07T17:17:00Z,2025-11-07T17:17:00Z,1.15718,1.15719,1.15807,1.15807,8.9,8.8,timeout,timeout,True,1.15618,1.15619,1.15918,1.15919,False,False,True,,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
50,47,long,2025-11-11T14:29:00Z,2025-11-11T14:29:00Z,2025-11-11T16:35:00Z,2025-11-11T16:35:00Z,1.15935,1.15936,1.15991,1.15991,5.6,5.5,timeout,timeout,True,1.15835,1.15836,1.16135,1.16136,False,False,True,,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
51,48,short,2025-11-12T15:18:00Z,2025-11-12T15:18:00Z,2025-11-12T15:59:00Z,2025-11-12T15:59:40Z,1.15656,1.15656,1.15756,1.15756,-10.0,-10.0,stop_loss,stop_loss,True,1.15756,1.15756,1.15456,1.15456,False,False,True,,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
52,49,short,2025-11-13T13:02:00Z,2025-11-13T13:02:00Z,2025-11-13T13:33:00Z,2025-11-13T13:33:20Z,1.16064,1.16064,1.16164,1.16164,-10.0,-10.0,stop_loss,stop_loss,True,1.16164,1.16164,1.15864,1.15864,False,False,True,,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
