expected_index,actual_index,side,expected_timestamp_utc,actual_timestamp_utc,expected_exit_timestamp_utc,actual_exit_timestamp_utc,expected_entry_price,actual_entry_price,expected_exit_price,actual_exit_price,expected_pnl_pips,actual_pnl_pips,expected_exit_reason,actual_exit_reason,exit_reason_match,expected_stop_loss_price,actual_stop_loss_price,expected_take_profit_price,actual_take_profit_price,expected_same_bar_collision,actual_same_bar_collision,same_bar_collision_match,expected_collision_resolution,entry_price_delta_pips,exit_price_delta_pips,fill_delta_pips,close_timing_delta_seconds,breach_entry_price,breach_exit_price,breach_fill_delta,breach_close_timing,breach_exit_reason,breach_same_bar_collision,breach_any,likely_cause
0,1,short,2025-10-01T16:16:00Z,2025-10-01T16:16:00Z,2025-10-01T17:00:00Z,2025-10-01T17:00:40Z,1.17365,1.17365,1.17205,1.17205,16.0,16.0,take_profit,take_profit,True,1.17445,1.17445,1.17205,1.17205,False,False,True,,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
1,2,short,2025-10-02T14:19:00Z,2025-10-02T14:19:00Z,2025-10-02T14:50:00Z,2025-10-02T14:50:40Z,1.1738,1.1738,1.1722,1.1722,16.0,16.0,take_profit,take_profit,True,1.1746,1.1746,1.1722,1.1722,False,False,True,,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
3,3,short,2025-10-03T15:22:00Z,2025-10-03T15:22:00Z,2025-10-03T17:16:00Z,2025-10-03T17:16:00Z,1.17473,1.17473,1.17428,1.17429,4.5,4.4,timeout,timeout,True,1.17553,1.17553,1.17313,1.17313,False,False,True,,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
4,4,long,2025-10-06T13:43:00Z,2025-10-06T13:43:00Z,2025-10-06T14:50:00Z,2025-10-06T14:51:40Z,1.16828,1.16829,1.16988,1.16989,16.0,16.0,take_profit,take_profit,True,1.16748,1.16749,1.16988,1.16989,False,False,True,,0.1,0.1,0.0,100.0,False,False,False,False,False,False,False,within_tolerance
5,5,short,2025-10-07T15:39:00Z,2025-10-07T15:39:00Z,2025-10-07T15:57:00Z,2025-10-07T15:56:40Z,1.16562,1.16562,1.16642,1.16642,-8.0,-8.0,stop_loss,stop_loss,True,1.16642,1.16642,1.16402,1.16402,False,False,True,,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
6,6,short,2025-10-07T17:36:00Z,2025-10-07T17:36:00Z,2025-10-07T19:30:00Z,2025-10-07T19:30:00Z,1.16749,1.16749,1.16645,1.16646,10.4,10.3,timeout,timeout,True,1.16829,1.16829,1.16589,1.16589,False,False,True,,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
7,7,long,2025-10-08T13:33:00Z,2025-10-08T13:33:00Z,2025-10-08T14:51:00Z,2025-10-08T14:51:40Z,1.16353,1.16354,1.16273,1.16274,-8.0,-8.0,stop_loss,stop_loss,True,1.16273,1.16274,1.16513,1.16514,False,False,True,,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
8,8,long,2025-10-10T14:45:00Z,2025-10-10T14:45:00Z,2025-10-10T16:00:00Z,2025-10-10T16:00:40Z,1.15673,1.15674,1.15833,1.15834,16.0,16.0,take_profit,take_profit,True,1.15593,1.15594,1.15833,1.15834,False,False,True,,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
9,9,long,2025-10-13T13:20:00Z,2025-10-13T13:20:00Z,2025-10-13T13:30:00Z,2025-10-13T13:30:40Z,1.15735,1.15736,1.15655,1.15656,-8.0,-8.0,stop_loss,stop_loss,True,1.15655,1.15656,1.15895,1.15896,False,False,True,,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
10,10,long,2025-10-13T16:45:00Z,2025-10-13T16:45:00Z,2025-10-13T18:39:00Z,2025-10-13T18:39:00Z,1.1571,1.15711,1.15723,1.15723,1.3,1.2,timeout,timeout,True,1.1563,1.15631,1.1587,1.15871,False,False,True,,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
11,11,long,2025-10-14T14:33:00Z,2025-10-14T14:33:00Z,2025-10-14T15:40:00Z,2025-10-14T15:40:40Z,1.15751,1.15752,1.15911,1.15912,16.0,16.0,take_profit,take_profit,True,1.15671,1.15672,1.15911,1.15912,False,False,True,,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
