timestamp_utc,side,entry_price,exit_price,pnl_pips
2026-03-04 08:12:00+00:00,short,1.16042,1.159925,3.218750000000524
2026-03-04 08:43:00+00:00,short,1.15982,1.15976,-1.0691666666665618
2026-03-04 09:11:00+00:00,long,1.1605,1.16152,7.4
2026-03-04 09:59:00+00:00,short,1.160865,1.16352,-4.2
2026-03-04 10:28:00+00:00,short,1.1634,1.163415,-1.7633333333344825
2026-03-04 10:56:00+00:00,short,1.163215,1.165025,-4.2
2026-03-04 11:24:00+00:00,long,1.165425,1.16351,-4.2
2026-03-04 11:51:00+00:00,short,1.163465,1.16464,-4.2
2026-03-04 12:20:00+00:00,short,1.16442,1.163605,6.537500000001051
2026-03-04 12:53:00+00:00,short,1.16327,1.16439,-4.2
2026-03-05 06:49:00+00:00,long,1.1610649999999998,1.160335,-4.2
2026-03-05 07:16:00+00:00,short,1.16005,1.16153,-4.2
2026-03-05 07:53:00+00:00,short,1.16035,1.159225,7.4
2026-03-05 08:22:00+00:00,short,1.158605,1.1597,-4.2
2026-03-05 08:56:00+00:00,long,1.15993,1.16328,7.4
2026-03-05 09:26:00+00:00,short,1.1628850000000002,1.16198,7.327500000000749
2026-03-05 09:54:00+00:00,short,1.161635,1.162195,-4.2
2026-03-05 10:23:00+00:00,short,1.162175,1.1607150000000002,7.4
2026-03-05 10:51:00+00:00,short,1.16081,1.16156,-4.2
2026-03-05 11:19:00+00:00,short,1.161095,1.160645,2.8304166666656734
2026-03-05 12:19:00+00:00,long,1.161655,1.161995,1.6275000000000357
2026-03-05 12:50:00+00:00,short,1.16127,1.162175,-4.2
2026-03-06 07:21:00+00:00,long,1.161655,1.1613600000000002,-4.2
2026-03-06 07:52:00+00:00,short,1.1611,1.16074,1.8237499999980185
2026-03-06 08:19:00+00:00,short,1.160775,1.160905,-2.9624999999990127
2026-03-06 08:55:00+00:00,short,1.1603249999999998,1.1587,7.4
2026-03-06 09:23:00+00:00,short,1.1585450000000002,1.157695,6.841250000003013
2026-03-06 09:50:00+00:00,short,1.1574049999999998,1.15783,-4.2
2026-03-06 10:36:00+00:00,long,1.1583,1.15782,-4.2
2026-03-06 11:08:00+00:00,short,1.157035,1.15742,-4.2
2026-03-06 11:51:00+00:00,short,1.1565500000000002,1.155755,6.332500000001956
2026-03-06 12:19:00+00:00,long,1.1562549999999998,1.156595,1.7354166666684638
2026-03-06 12:47:00+00:00,short,1.15625,1.156495,-4.165416666667991
2026-03-09 06:00:00+00:00,short,1.156465,1.15557,7.232916666664529
2026-03-09 06:31:00+00:00,long,1.156275,1.15506,-4.2
2026-03-09 07:07:00+00:00,long,1.155045,1.1553399999999998,1.2283333333329742
2026-03-09 07:34:00+00:00,long,1.155615,1.156485,6.9262499999992215
2026-03-09 08:04:00+00:00,short,1.155615,1.1524299999999998,7.4
2026-03-09 08:31:00+00:00,short,1.152205,1.15298,-4.2
2026-03-09 08:58:00+00:00,long,1.153245,1.15524,7.4
2026-03-09 09:25:00+00:00,long,1.15531,1.1561400000000002,6.731250000001237
2026-03-09 09:53:00+00:00,long,1.1560899999999998,1.15512,-4.2
2026-03-09 10:23:00+00:00,short,1.15483,1.155645,-4.2
2026-03-09 10:51:00+00:00,short,1.155485,1.156295,-4.2
2026-03-09 11:18:00+00:00,short,1.15639,1.15562,5.834583333335349
2026-03-09 11:52:00+00:00,long,1.15618,1.156095,-2.6645833333314863
2026-03-09 12:19:00+00:00,short,1.15608,1.15606,-1.5570833333331684
2026-03-09 12:48:00+00:00,short,1.1559149999999998,1.15683,-4.2
2026-03-10 07:04:00+00:00,long,1.163475,1.1645949999999998,7.4
2026-03-10 07:31:00+00:00,long,1.16469,1.16565,7.4
2026-03-10 07:59:00+00:00,long,1.16605,1.16521,-4.2
2026-03-10 08:26:00+00:00,long,1.16553,1.164945,-4.2
2026-03-10 08:53:00+00:00,short,1.165125,1.165295,-3.3679166666671883
2026-03-10 09:26:00+00:00,short,1.16521,1.1655449999999998,-4.2
2026-03-10 09:53:00+00:00,short,1.1653099999999998,1.164225,7.4
2026-03-10 10:20:00+00:00,short,1.1643150000000002,1.1634,7.4
2026-03-10 10:51:00+00:00,long,1.163465,1.16439,7.4
2026-03-10 11:19:00+00:00,short,1.16405,1.164195,-3.1629166666658826
2026-03-10 11:48:00+00:00,long,1.164555,1.1626,-4.2
2026-03-10 12:16:00+00:00,short,1.1622750000000002,1.16298,-4.2
2026-03-10 12:43:00+00:00,long,1.162905,1.16406,7.4
2026-03-11 07:05:00+00:00,short,1.1627999999999998,1.162955,-3.170833333334775
2026-03-11 07:33:00+00:00,short,1.162575,1.161705,7.042916666665441
2026-03-11 08:00:00+00:00,short,1.161505,1.161205,1.334999999999174
2026-03-11 08:27:00+00:00,short,1.161105,1.160505,4.235416666665977
2026-03-11 08:58:00+00:00,long,1.16107,1.1597,-4.2
2026-03-11 09:25:00+00:00,short,1.159395,1.15936,-1.2670833333334337
2026-03-11 09:53:00+00:00,short,1.1592950000000002,1.1603949999999998,-4.2
2026-03-11 10:21:00+00:00,long,1.16038,1.16088,3.546249999999163
2026-03-11 11:19:00+00:00,short,1.160225,1.1599149999999998,1.3237500000025049
2026-03-11 11:46:00+00:00,short,1.159695,1.15945,0.7279166666674608
2026-03-11 12:33:00+00:00,short,1.15916,1.158245,7.4
2026-03-12 06:23:00+00:00,long,1.154675,1.154965,1.037499999999436
2026-03-12 07:48:00+00:00,short,1.154215,1.1554449999999998,-4.2
2026-03-12 09:05:00+00:00,long,1.1547999999999998,1.155695,7.3412500000040595
2026-03-12 10:30:00+00:00,long,1.155485,1.15576,1.1179166666656488
2026-03-12 11:49:00+00:00,short,1.156,1.1547,7.4
2026-03-12 12:22:00+00:00,short,1.1539199999999998,1.15362,1.3495833333314
2026-03-12 12:49:00+00:00,long,1.15389,1.153355,-4.2
2026-03-13 07:00:00+00:00,short,1.147795,1.1469649999999998,6.524583333334383
2026-03-13 07:35:00+00:00,long,1.147415,1.14548,-4.2
2026-03-13 08:02:00+00:00,short,1.145385,1.14389,7.4
2026-03-13 08:30:00+00:00,long,1.14419,1.144305,-0.4829166666648491
2026-03-13 08:58:00+00:00,long,1.14458,1.145325,5.744166666669136
2026-03-13 09:29:00+00:00,long,1.1459,1.145345,-4.2
2026-03-13 10:02:00+00:00,long,1.14598,1.14539,-4.2
2026-03-13 10:35:00+00:00,long,1.14582,1.1462949999999998,3.034999999998108
2026-03-13 11:05:00+00:00,long,1.146625,1.14677,-0.0654166666666659
2026-03-13 11:32:00+00:00,long,1.146955,1.14679,-3.2604166666676404
2026-03-13 11:59:00+00:00,long,1.14686,1.146725,-3.06083333333411
2026-03-13 12:26:00+00:00,long,1.146915,1.147865,7.4
2026-03-13 12:57:00+00:00,short,1.1478000000000002,1.1475650000000002,0.6370833333334769
2026-03-16 07:36:00+00:00,short,1.1416650000000002,1.143005,-4.2
2026-03-16 08:03:00+00:00,long,1.142995,1.144225,7.4
2026-03-16 08:30:00+00:00,long,1.1443949999999998,1.1443249999999998,-2.459166666666851
2026-03-16 08:59:00+00:00,long,1.144485,1.144645,0.0366666666684279
2026-03-16 10:13:00+00:00,long,1.145865,1.14708,7.4
2026-03-16 10:40:00+00:00,short,1.146975,1.14749,-4.2
2026-03-16 11:08:00+00:00,long,1.147535,1.147435,-2.5716666666674954
2026-03-16 11:41:00+00:00,long,1.14784,1.14792,-0.7637500000001426
2026-03-16 12:08:00+00:00,short,1.1479149999999998,1.14846,-4.2
2026-03-16 12:38:00+00:00,short,1.148155,1.14773,2.73958333333391
2026-03-17 06:21:00+00:00,long,1.147265,1.147865,4.23291666666597
2026-03-17 07:26:00+00:00,long,1.149465,1.149785,1.630833333333372
2026-03-17 08:04:00+00:00,short,1.14935,1.1496849999999998,-4.2
2026-03-17 08:36:00+00:00,short,1.149215,1.1514099999999998,-4.2
2026-03-17 09:05:00+00:00,long,1.1514449999999998,1.15206,4.44500000000284
2026-03-17 09:37:00+00:00,short,1.151355,1.1511749999999998,0.0458333333362001
2026-03-17 10:05:00+00:00,long,1.15147,1.1507,-4.2
2026-03-17 10:36:00+00:00,long,1.15118,1.15073,-4.2
2026-03-17 11:18:00+00:00,long,1.151445,1.15145,-1.6600000000004906
2026-03-17 12:05:00+00:00,long,1.151325,1.151555,0.730000000003019
2026-03-17 12:34:00+00:00,long,1.151945,1.15285,7.323333333332964
2026-03-18 07:56:00+00:00,short,1.1525850000000002,1.152405,0.0358333333362086
2026-03-18 08:23:00+00:00,short,1.15216,1.15294,-4.2
2026-03-18 09:20:00+00:00,long,1.1534,1.153715,1.5404166666660484
2026-03-18 11:26:00+00:00,short,1.154055,1.154525,-4.2
2026-03-18 11:53:00+00:00,long,1.15475,1.1528200000000002,-4.2
2026-03-18 12:20:00+00:00,short,1.15296,1.151465,7.4
2026-03-18 12:47:00+00:00,short,1.15168,1.14964,7.4
2026-03-19 07:01:00+00:00,short,1.1459199999999998,1.14659,-4.2
2026-03-19 07:28:00+00:00,short,1.14662,1.145715,7.336666666665182
2026-03-19 07:57:00+00:00,short,1.14516,1.1452,-1.980000000001338
2026-03-19 08:27:00+00:00,short,1.144975,1.14529,-4.2
2026-03-19 08:54:00+00:00,long,1.145145,1.14716,7.4
2026-03-19 09:21:00+00:00,long,1.1479750000000002,1.147555,-4.2
2026-03-19 09:48:00+00:00,long,1.14749,1.14734,-3.1579166666658773
2026-03-19 10:15:00+00:00,short,1.1472250000000002,1.14731,-2.5587499999986254
2026-03-19 11:17:00+00:00,short,1.147625,1.14681,6.336250000001963
2026-03-19 11:53:00+00:00,long,1.14771,1.147395,-4.2
2026-03-19 12:23:00+00:00,short,1.146935,1.1487150000000002,-4.2
2026-03-19 12:56:00+00:00,long,1.14883,1.149015,0.1437499999979756
2026-03-20 07:05:00+00:00,long,1.156275,1.156705,2.5425000000014872
2026-03-20 07:33:00+00:00,short,1.156835,1.15733,-4.2
2026-03-20 08:00:00+00:00,long,1.1573250000000002,1.158035,5.239999999996973
2026-03-20 09:00:00+00:00,short,1.15661,1.156565,-1.2637499999989863
2026-03-20 09:28:00+00:00,short,1.15649,1.1547999999999998,7.4
2026-03-20 09:55:00+00:00,short,1.1549,1.1542949999999998,4.347500000002173
2026-03-20 10:25:00+00:00,long,1.1544850000000002,1.1556449999999998,7.4
2026-03-20 10:52:00+00:00,long,1.15574,1.156675,7.4
2026-03-20 11:20:00+00:00,long,1.1568649999999998,1.157695,6.640000000001704
2026-03-20 11:52:00+00:00,short,1.15685,1.15749,-4.2
2026-03-20 12:19:00+00:00,long,1.157775,1.156745,-4.2
2026-03-20 12:46:00+00:00,short,1.15685,1.15557,7.4
