expected_index,actual_index,side,expected_timestamp_utc,actual_timestamp_utc,expected_exit_timestamp_utc,actual_exit_timestamp_utc,expected_entry_price,actual_entry_price,expected_exit_price,actual_exit_price,expected_pnl_pips,actual_pnl_pips,expected_exit_reason,actual_exit_reason,exit_reason_match,expected_stop_loss_price,actual_stop_loss_price,expected_take_profit_price,actual_take_profit_price,expected_same_bar_collision,actual_same_bar_collision,same_bar_collision_match,expected_collision_resolution,entry_price_delta_pips,exit_price_delta_pips,fill_delta_pips,close_timing_delta_seconds,breach_entry_price,breach_exit_price,breach_fill_delta,breach_close_timing,breach_exit_reason,breach_same_bar_collision,breach_any,likely_cause
0,1,short,2025-10-01T16:16:00Z,2025-10-01T16:16:00Z,2025-10-01T18:40:00Z,2025-10-01T18:40:00Z,1.17365,1.17365,1.17273,1.17274,9.2,9.1,timeout,timeout,True,1.17505,1.17505,1.17105,1.17105,False,False,True,,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
2,2,short,2025-10-03T15:22:00Z,2025-10-03T15:22:00Z,2025-10-03T17:46:00Z,2025-10-03T17:46:00Z,1.17473,1.17473,1.17386,1.17387,8.7,8.6,timeout,timeout,True,1.17613,1.17613,1.17213,1.17213,False,False,True,,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
3,3,long,2025-10-06T13:43:00Z,2025-10-06T13:43:00Z,2025-10-06T15:48:00Z,2025-10-06T15:48:40Z,1.16828,1.16829,1.17088,1.17089,26.0,26.0,take_profit,take_profit,True,1.16688,1.16689,1.17088,1.17089,False,False,True,,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
5,5,short,2025-10-07T17:36:00Z,2025-10-07T17:36:00Z,2025-10-07T20:00:00Z,2025-10-07T20:00:00Z,1.16749,1.16749,1.16577,1.16578,17.2,17.1,timeout,timeout,True,1.16889,1.16889,1.16489,1.16489,False,False,True,,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
6,6,short,2025-10-08T13:08:00Z,2025-10-08T13:08:00Z,2025-10-08T14:13:00Z,2025-10-08T14:13:40Z,1.16258,1.16258,1.16398,1.16398,-14.0,-14.0,stop_loss,stop_loss,True,1.16398,1.16398,1.15998,1.15998,False,False,True,,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
7,7,short,2025-10-08T17:03:00Z,2025-10-08T17:03:00Z,2025-10-08T19:27:00Z,2025-10-08T19:27:00Z,1.16053,1.16053,1.16103,1.16103,-5.0,-5.0,timeout,timeout,True,1.16193,1.16193,1.15793,1.15793,False,False,True,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
8,8,short,2025-10-09T13:49:00Z,2025-10-09T13:49:00Z,2025-10-09T15:22:00Z,2025-10-09T15:22:40Z,1.16117,1.16117,1.15857,1.15857,26.0,26.0,take_profit,take_profit,True,1.16257,1.16257,1.15857,1.15857,False,False,True,,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
9,9,long,2025-10-10T14:45:00Z,2025-10-10T14:45:00Z,2025-10-10T16:04:00Z,2025-10-10T16:04:40Z,1.15673,1.15674,1.15933,1.15934,26.0,26.0,take_profit,take_profit,True,1.15533,1.15534,1.15933,1.15934,False,False,True,,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
10,10,long,2025-10-13T13:20:00Z,2025-10-13T13:20:00Z,2025-10-13T15:44:00Z,2025-10-13T15:44:00Z,1.15735,1.15736,1.15641,1.15641,-9.4,-9.5,timeout,timeout,True,1.15595,1.15596,1.15995,1.15996,False,False,True,,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
11,11,long,2025-10-13T16:45:00Z,2025-10-13T16:45:00Z,2025-10-13T19:09:00Z,2025-10-13T19:09:00Z,1.1571,1.15711,1.15766,1.15766,5.6,5.5,timeout,timeout,True,1.1557,1.15571,1.1597,1.15971,False,False,True,,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
12,12,long,2025-10-14T16:45:00Z,2025-10-14T16:45:00Z,2025-10-14T19:09:00Z,2025-10-14T19:09:00Z,1.15938,1.15939,1.16107,1.16107,16.9,16.8,timeout,timeout,True,1.15798,1.15799,1.16198,1.16199,False,False,True,,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
14,13,long,2025-10-15T15:56:00Z,2025-10-15T15:56:00Z,2025-10-15T18:20:00Z,2025-10-15T18:20:00Z,1.16239,1.1624,1.16322,1.16322,8.3,8.2,timeout,timeout,True,1.16099,1.161,1.16499,1.165,False,False,True,,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
15,14,long,2025-10-16T13:02:00Z,2025-10-16T13:02:00Z,2025-10-16T15:26:00Z,2025-10-16T15:26:00Z,1.16547,1.16548,1.16674,1.16674,12.7,12.6,timeout,timeout,True,1.16407,1.16408,1.16807,1.16808,False,False,True,,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
16,15,long,2025-10-16T15:50:00Z,2025-10-16T15:50:00Z,2025-10-16T18:14:00Z,2025-10-16T18:14:00Z,1.1672,1.16721,1.16894,1.16894,17.4,17.3,timeout,timeout,True,1.1658,1.16581,1.1698,1.16981,False,False,True,,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
17,16,long,2025-10-17T15:56:00Z,2025-10-17T15:56:00Z,2025-10-17T18:20:00Z,2025-10-17T18:20:00Z,1.16679,1.1668,1.1674,1.1674,6.1,6.0,timeout,timeout,True,1.16539,1.1654,1.16939,1.1694,False,False,True,,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
18,17,long,2025-10-21T15:57:00Z,2025-10-21T15:57:00Z,2025-10-21T18:21:00Z,2025-10-21T18:21:00Z,1.16029,1.1603,1.16079,1.16079,5.0,4.9,timeout,timeout,True,1.15889,1.1589,1.16289,1.1629,False,False,True,,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
19,18,long,2025-10-22T14:12:00Z,2025-10-22T14:12:00Z,2025-10-22T16:00:00Z,2025-10-22T16:00:40Z,1.1586,1.15861,1.1612,1.16121,26.0,26.0,take_profit,take_profit,True,1.1572,1.15721,1.1612,1.16121,False,False,True,,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
20,19,short,2025-10-22T16:15:00Z,2025-10-22T16:15:00Z,2025-10-22T18:39:00Z,2025-10-22T18:39:00Z,1.16108,1.16108,1.16183,1.16184,-7.5,-7.6,timeout,timeout,True,1.16248,1.16248,1.15848,1.15848,False,False,True,,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
21,20,short,2025-10-23T14:51:00Z,2025-10-23T14:51:00Z,2025-10-23T15:35:00Z,2025-10-23T15:35:40Z,1.16057,1.16057,1.16197,1.16197,-14.0,-14.0,stop_loss,stop_loss,True,1.16197,1.16197,1.15797,1.15797,False,False,True,,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
22,21,long,2025-10-24T13:28:00Z,2025-10-24T13:28:00Z,2025-10-24T13:30:00Z,2025-10-24T13:30:40Z,1.16136,1.16136,1.16396,1.16396,26.0,26.0,take_profit,take_profit,True,1.15996,1.15996,1.16396,1.16396,False,False,True,,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
23,22,long,2025-10-24T17:22:00Z,2025-10-24T17:22:00Z,2025-10-24T19:46:00Z,2025-10-24T19:46:00Z,1.16266,1.16267,1.16257,1.16257,-0.9,-1.0,timeout,timeout,True,1.16126,1.16127,1.16526,1.16527,False,False,True,,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
24,23,long,2025-10-28T15:55:00Z,2025-10-28T15:55:00Z,2025-10-28T16:40:00Z,2025-10-28T16:40:40Z,1.16368,1.16369,1.16628,1.16629,26.0,26.0,take_profit,take_profit,True,1.16228,1.16229,1.16628,1.16629,False,False,True,,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
25,24,short,2025-10-29T14:36:00Z,2025-10-29T14:36:00Z,2025-10-29T16:58:00Z,2025-10-29T16:57:40Z,1.16356,1.16356,1.16496,1.16496,-14.0,-14.0,stop_loss,stop_loss,True,1.16496,1.16496,1.16096,1.16096,False,False,True,,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
26,25,long,2025-10-30T16:03:00Z,2025-10-30T16:03:00Z,2025-10-30T17:52:00Z,2025-10-30T17:52:20Z,1.15765,1.15765,1.15625,1.15625,-14.0,-14.0,stop_loss,stop_loss,True,1.15625,1.15625,1.16025,1.16025,False,False,True,,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
28,26,short,2025-11-03T15:52:00Z,2025-11-03T15:52:00Z,2025-11-03T16:05:00Z,2025-11-03T16:05:40Z,1.15071,1.15071,1.15211,1.15211,-14.0,-14.0,stop_loss,stop_loss,True,1.15211,1.15211,1.14811,1.14811,False,False,True,,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
33,28,long,2025-11-07T13:54:00Z,2025-11-07T13:54:00Z,2025-11-07T16:02:00Z,2025-11-07T16:02:40Z,1.15577,1.15578,1.15837,1.15838,26.0,26.0,take_profit,take_profit,True,1.15437,1.15438,1.15837,1.15838,False,False,True,,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
35,29,short,2025-11-10T17:06:00Z,2025-11-10T17:06:00Z,2025-11-10T18:59:00Z,2025-11-10T18:59:20Z,1.15469,1.15469,1.15609,1.15609,-14.0,-14.0,stop_loss,stop_loss,True,1.15609,1.15609,1.15209,1.15209,False,False,True,,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
37,30,short,2025-11-13T14:05:00Z,2025-11-13T14:05:00Z,2025-11-13T16:29:00Z,2025-11-13T16:29:00Z,1.16208,1.16208,1.16299,1.163,-9.1,-9.2,timeout,timeout,True,1.16348,1.16348,1.15948,1.15948,False,False,True,,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
38,31,long,2025-11-14T17:57:00Z,2025-11-14T17:57:00Z,2025-11-14T20:21:00Z,2025-11-14T20:21:00Z,1.16186,1.16187,1.16171,1.16171,-1.5,-1.6,timeout,timeout,True,1.16046,1.16047,1.16446,1.16447,False,False,True,,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
39,32,short,2025-11-17T14:13:00Z,2025-11-17T14:13:00Z,2025-11-17T16:37:00Z,2025-11-17T16:37:00Z,1.15954,1.15954,1.15887,1.15888,6.7,6.6,timeout,timeout,True,1.16094,1.16094,1.15694,1.15694,False,False,True,,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
40,33,long,2025-11-18T14:36:00Z,2025-11-18T14:36:00Z,2025-11-18T16:57:00Z,2025-11-18T16:57:40Z,1.15982,1.15983,1.15842,1.15843,-14.0,-14.0,stop_loss,stop_loss,True,1.15842,1.15843,1.16242,1.16243,False,False,True,,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
41,34,short,2025-11-20T15:55:00Z,2025-11-20T15:55:00Z,2025-11-20T18:19:00Z,2025-11-20T18:19:00Z,1.15395,1.15395,1.15352,1.15353,4.3,4.2,timeout,timeout,True,1.15535,1.15535,1.15135,1.15135,False,False,True,,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
42,35,short,2025-11-21T14:45:00Z,2025-11-21T14:45:00Z,2025-11-21T17:09:00Z,2025-11-21T17:09:00Z,1.15191,1.15191,1.14947,1.14948,24.4,24.3,timeout,timeout,True,1.15331,1.15331,1.14931,1.14931,False,False,True,,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
44,37,long,2025-11-24T17:44:00Z,2025-11-24T17:44:00Z,2025-11-24T20:08:00Z,2025-11-24T20:08:00Z,1.15244,1.15245,1.15258,1.15258,1.4,1.3,timeout,timeout,True,1.15104,1.15105,1.15504,1.15505,False,False,True,,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
46,39,short,2025-11-28T17:34:00Z,2025-11-28T17:34:00Z,2025-11-28T19:58:00Z,2025-11-28T19:58:00Z,1.15961,1.15961,1.16003,1.16003,-4.2,-4.2,timeout,timeout,True,1.16101,1.16101,1.15701,1.15701,False,False,True,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
47,40,long,2025-12-01T17:07:00Z,2025-12-01T17:07:00Z,2025-12-01T19:20:00Z,2025-12-01T18:52:20Z,1.16318,1.16319,1.16178,1.16179,-14.0,-14.0,stop_loss,stop_loss,True,1.16178,1.16179,1.16578,1.16579,False,False,True,,0.1,0.1,0.0,1660.0,False,False,False,True,False,False,True,timeout_or_bar_close_drift
49,42,short,2025-12-03T16:03:00Z,2025-12-03T16:03:00Z,2025-12-03T18:27:00Z,2025-12-03T18:27:00Z,1.1658,1.1658,1.16633,1.16634,-5.3,-5.4,timeout,timeout,True,1.1672,1.1672,1.1632,1.1632,False,False,True,,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
