expected_index,actual_index,side,expected_timestamp_utc,actual_timestamp_utc,expected_exit_timestamp_utc,actual_exit_timestamp_utc,expected_entry_price,actual_entry_price,expected_exit_price,actual_exit_price,expected_pnl_pips,actual_pnl_pips,expected_exit_reason,actual_exit_reason,exit_reason_match,expected_stop_loss_price,actual_stop_loss_price,expected_take_profit_price,actual_take_profit_price,expected_same_bar_collision,actual_same_bar_collision,same_bar_collision_match,expected_collision_resolution,baseline_expected_exit_timestamp_utc,baseline_expected_exit_price,baseline_expected_pnl_pips,baseline_expected_exit_reason,baseline_expected_stop_loss_price,baseline_expected_take_profit_price,comparison_basis,boundary_ambiguous_close_timing,entry_price_delta_pips,exit_price_delta_pips,fill_delta_pips,close_timing_delta_seconds,breach_entry_price,breach_exit_price,breach_fill_delta,breach_close_timing,breach_exit_reason,breach_same_bar_collision,breach_any,likely_cause
74,65,short,2026-01-06T17:50:00Z,2026-01-06T17:50:00Z,2026-01-06T18:56:00Z,2026-01-06T18:56:40Z,1.16878,1.16878,1.16998,1.16998,-12.0,-12.0,stop_loss,stop_loss,True,1.16998,1.16998,1.16658,1.16658,False,False,True,,2026-01-06T18:56:00Z,1.16998,-12.0,stop_loss,1.16998,1.16658,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
75,66,long,2026-01-07T15:39:00Z,2026-01-07T15:39:00Z,2026-01-07T18:03:00Z,2026-01-07T18:03:00Z,1.16909,1.1691,1.16918,1.16918,0.8,0.8,timeout,timeout,True,1.1679,1.1679,1.1713,1.1713,False,False,True,,2026-01-07T18:03:00Z,1.16918,0.9,timeout,1.16789,1.17129,actual_fill_adjusted_executable,False,0.1,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
76,67,long,2026-01-08T16:08:00Z,2026-01-08T16:08:00Z,2026-01-08T18:01:00Z,2026-01-08T18:01:20Z,1.16643,1.16644,1.16524,1.16524,-12.0,-12.0,stop_loss,stop_loss,True,1.16524,1.16524,1.16864,1.16864,False,False,True,,2026-01-08T18:01:00Z,1.16523,-12.0,stop_loss,1.16523,1.16863,actual_fill_adjusted_executable,False,0.1,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
77,68,short,2026-01-09T15:17:00Z,2026-01-09T15:17:00Z,2026-01-09T16:17:00Z,2026-01-09T16:17:40Z,1.16434,1.16434,1.16214,1.16214,22.0,22.0,take_profit,take_profit,True,1.16554,1.16554,1.16214,1.16214,False,False,True,,2026-01-09T16:17:00Z,1.16214,22.0,take_profit,1.16554,1.16214,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
78,69,long,2026-01-09T16:50:00Z,2026-01-09T16:50:00Z,2026-01-09T19:14:00Z,2026-01-09T19:14:00Z,1.16365,1.16366,1.16326,1.16326,-4.0,-4.0,timeout,timeout,True,1.16246,1.16246,1.16586,1.16586,False,False,True,,2026-01-09T19:14:00Z,1.16326,-3.9,timeout,1.16245,1.16585,actual_fill_adjusted_executable,False,0.1,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
79,70,short,2026-01-12T13:57:00Z,2026-01-12T13:57:00Z,2026-01-12T14:10:00Z,2026-01-12T14:10:40Z,1.16809,1.16809,1.16929,1.16929,-12.0,-12.0,stop_loss,stop_loss,True,1.16929,1.16929,1.16589,1.16589,False,False,True,,2026-01-12T14:10:00Z,1.16929,-12.0,stop_loss,1.16929,1.16589,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
80,71,short,2026-01-12T14:34:00Z,2026-01-12T14:34:00Z,2026-01-12T16:58:00Z,2026-01-12T16:58:00Z,1.16894,1.16894,1.16821,1.16822,7.3,7.2,timeout,timeout,True,1.17014,1.17014,1.16674,1.16674,False,False,True,,2026-01-12T16:58:00Z,1.16821,7.3,timeout,1.17014,1.16674,actual_fill_adjusted_executable,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
81,72,short,2026-01-12T17:41:00Z,2026-01-12T17:41:00Z,2026-01-12T20:05:00Z,2026-01-12T20:05:00Z,1.16776,1.16776,1.1669,1.1669,8.6,8.6,timeout,timeout,True,1.16896,1.16896,1.16556,1.16556,False,False,True,,2026-01-12T20:05:00Z,1.1669,8.6,timeout,1.16896,1.16556,actual_fill_adjusted_executable,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
82,73,short,2026-01-14T13:32:00Z,2026-01-14T13:32:00Z,2026-01-14T13:58:00Z,2026-01-14T13:58:40Z,1.16461,1.16461,1.16581,1.16581,-12.0,-12.0,stop_loss,stop_loss,True,1.16581,1.16581,1.16241,1.16241,False,False,True,,2026-01-14T13:58:00Z,1.16581,-12.0,stop_loss,1.16581,1.16241,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
83,74,long,2026-01-14T15:16:00Z,2026-01-14T15:16:00Z,2026-01-14T17:40:00Z,2026-01-14T17:40:00Z,1.16552,1.16553,1.16553,1.16553,0.0,0.0,timeout,timeout,True,1.16433,1.16433,1.16773,1.16773,False,False,True,,2026-01-14T17:40:00Z,1.16553,0.1,timeout,1.16432,1.16772,actual_fill_adjusted_executable,False,0.1,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
84,75,short,2026-01-16T15:01:00Z,2026-01-16T15:01:00Z,2026-01-16T16:38:00Z,2026-01-16T16:38:40Z,1.16176,1.16176,1.15956,1.15956,22.0,22.0,take_profit,take_profit,True,1.16296,1.16296,1.15956,1.15956,False,False,True,,2026-01-16T16:38:00Z,1.15956,22.0,take_profit,1.16296,1.15956,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
85,76,short,2026-01-20T14:31:00Z,2026-01-20T14:31:00Z,2026-01-20T14:33:00Z,2026-01-20T14:33:40Z,1.17215,1.17215,1.17335,1.17335,-12.0,-12.0,stop_loss,stop_loss,True,1.17335,1.17335,1.16995,1.16995,False,False,True,,2026-01-20T14:33:00Z,1.17335,-12.0,stop_loss,1.17335,1.16995,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
86,77,long,2026-01-21T15:55:00Z,2026-01-21T15:55:00Z,2026-01-21T16:17:00Z,2026-01-21T16:17:40Z,1.17286,1.17287,1.17167,1.17167,-12.0,-12.0,stop_loss,stop_loss,True,1.17167,1.17167,1.17507,1.17507,False,False,True,,2026-01-21T16:17:00Z,1.17166,-12.0,stop_loss,1.17166,1.17506,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
89,78,short,2026-01-23T15:42:00Z,2026-01-23T15:42:00Z,2026-01-23T16:51:00Z,2026-01-23T16:48:40Z,1.17435,1.17435,1.17555,1.17555,-12.0,-12.0,stop_loss,stop_loss,True,1.17555,1.17555,1.17215,1.17215,False,False,True,,2026-01-23T16:51:00Z,1.17555,-12.0,stop_loss,1.17555,1.17215,actual_fill_adjusted_executable,True,0.0,0.0,0.0,140.0,False,False,False,False,False,False,False,within_tolerance
90,79,long,2026-01-28T15:08:00Z,2026-01-28T15:08:00Z,2026-01-28T16:07:00Z,2026-01-28T16:07:40Z,1.19568,1.19569,1.19449,1.19449,-12.0,-12.0,stop_loss,stop_loss,True,1.19449,1.19449,1.19789,1.19789,False,False,True,,2026-01-28T16:07:00Z,1.19448,-12.0,stop_loss,1.19448,1.19788,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
92,80,long,2026-02-03T17:28:00Z,2026-02-03T17:28:00Z,2026-02-03T19:52:00Z,2026-02-03T19:52:00Z,1.18148,1.18149,1.18109,1.18109,-4.0,-4.0,timeout,timeout,True,1.18029,1.18029,1.18369,1.18369,False,False,True,,2026-02-03T19:52:00Z,1.18109,-3.9,timeout,1.18028,1.18368,actual_fill_adjusted_executable,False,0.1,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
93,81,short,2026-02-04T14:22:00Z,2026-02-04T14:22:00Z,2026-02-04T16:34:00Z,2026-02-04T16:34:40Z,1.18188,1.18188,1.17968,1.17968,22.0,22.0,take_profit,take_profit,True,1.18308,1.18308,1.17968,1.17968,False,False,True,,2026-02-04T16:34:00Z,1.17968,22.0,take_profit,1.18308,1.17968,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
94,82,long,2026-02-04T17:09:00Z,2026-02-04T17:09:00Z,2026-02-04T19:33:00Z,2026-02-04T19:33:00Z,1.17972,1.17973,1.17979,1.17979,0.6,0.6,timeout,timeout,True,1.17853,1.17853,1.18193,1.18193,False,False,True,,2026-02-04T19:33:00Z,1.17979,0.7,timeout,1.17852,1.18192,actual_fill_adjusted_executable,False,0.1,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
95,83,long,2026-02-05T14:02:00Z,2026-02-05T14:02:00Z,2026-02-05T15:15:00Z,2026-02-05T15:15:20Z,1.17994,1.17995,1.18215,1.18215,22.0,22.0,take_profit,take_profit,True,1.17875,1.17875,1.18215,1.18215,False,False,True,,2026-02-05T15:15:00Z,1.18214,22.0,take_profit,1.17874,1.18214,actual_fill_adjusted_executable,False,0.1,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
96,84,short,2026-02-05T16:06:00Z,2026-02-05T16:06:00Z,2026-02-05T18:30:00Z,2026-02-05T18:30:00Z,1.18018,1.18018,1.18039,1.1804,-2.1,-2.2,timeout,timeout,True,1.18138,1.18138,1.17798,1.17798,False,False,True,,2026-02-05T18:30:00Z,1.18039,-2.1,timeout,1.18138,1.17798,actual_fill_adjusted_executable,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
98,85,long,2026-02-06T15:47:00Z,2026-02-06T15:47:00Z,2026-02-06T16:22:00Z,2026-02-06T16:22:40Z,1.18231,1.18231,1.18111,1.18111,-12.0,-12.0,stop_loss,stop_loss,True,1.18111,1.18111,1.18451,1.18451,False,False,True,,2026-02-06T16:22:00Z,1.18111,-12.0,stop_loss,1.18111,1.18451,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
99,86,short,2026-02-06T17:18:00Z,2026-02-06T17:18:00Z,2026-02-06T19:42:00Z,2026-02-06T19:42:00Z,1.18147,1.18147,1.18213,1.18213,-6.6,-6.6,timeout,timeout,True,1.18267,1.18267,1.17927,1.17927,False,False,True,,2026-02-06T19:42:00Z,1.18213,-6.6,timeout,1.18267,1.17927,actual_fill_adjusted_executable,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
100,87,long,2026-02-09T14:24:00Z,2026-02-09T14:24:00Z,2026-02-09T15:23:00Z,2026-02-09T15:23:40Z,1.18927,1.18928,1.19148,1.19148,22.0,22.0,take_profit,take_profit,True,1.18808,1.18808,1.19148,1.19148,False,False,True,,2026-02-09T15:23:00Z,1.19147,22.0,take_profit,1.18807,1.19147,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
102,89,short,2026-02-10T15:52:00Z,2026-02-10T15:52:00Z,2026-02-10T18:16:00Z,2026-02-10T18:16:00Z,1.19128,1.19128,1.19017,1.19018,11.1,11.0,timeout,timeout,True,1.19248,1.19248,1.18908,1.18908,False,False,True,,2026-02-10T18:16:00Z,1.19017,11.1,timeout,1.19248,1.18908,actual_fill_adjusted_executable,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
104,90,short,2026-02-11T16:27:00Z,2026-02-11T16:27:00Z,2026-02-11T17:30:00Z,2026-02-11T17:30:40Z,1.18592,1.18592,1.18712,1.18712,-12.0,-12.0,stop_loss,stop_loss,True,1.18712,1.18712,1.18372,1.18372,False,False,True,,2026-02-11T17:30:00Z,1.18712,-12.0,stop_loss,1.18712,1.18372,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
105,91,short,2026-02-12T16:30:00Z,2026-02-12T16:30:00Z,2026-02-12T17:25:00Z,2026-02-12T17:26:20Z,1.18849,1.18849,1.18629,1.18629,22.0,22.0,take_profit,take_profit,True,1.18969,1.18969,1.18629,1.18629,False,False,True,,2026-02-12T17:25:00Z,1.18629,22.0,take_profit,1.18969,1.18629,actual_fill_adjusted_executable,False,0.0,0.0,0.0,80.0,False,False,False,False,False,False,False,within_tolerance
106,92,short,2026-02-13T15:50:00Z,2026-02-13T15:50:00Z,2026-02-13T18:12:00Z,2026-02-13T18:12:40Z,1.18652,1.18652,1.18772,1.18772,-12.0,-12.0,stop_loss,stop_loss,True,1.18772,1.18772,1.18432,1.18432,False,False,True,,2026-02-13T18:12:00Z,1.18772,-12.0,stop_loss,1.18772,1.18432,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
107,93,long,2026-02-16T14:35:00Z,2026-02-16T14:35:00Z,2026-02-16T16:59:00Z,2026-02-16T16:59:00Z,1.18513,1.18513,1.18542,1.18542,2.9,2.9,timeout,timeout,True,1.18393,1.18393,1.18733,1.18733,False,False,True,,2026-02-16T16:59:00Z,1.18542,2.9,timeout,1.18393,1.18733,actual_fill_adjusted_executable,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
109,95,long,2026-02-17T17:30:00Z,2026-02-17T17:30:00Z,2026-02-17T19:43:00Z,2026-02-17T19:43:40Z,1.18283,1.18284,1.18504,1.18504,22.0,22.0,take_profit,take_profit,True,1.18164,1.18164,1.18504,1.18504,False,False,True,,2026-02-17T19:43:00Z,1.18503,22.0,take_profit,1.18163,1.18503,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
110,96,short,2026-02-18T17:26:00Z,2026-02-18T17:26:00Z,2026-02-18T19:30:00Z,2026-02-18T19:30:40Z,1.18152,1.18152,1.17932,1.17932,22.0,22.0,take_profit,take_profit,True,1.18272,1.18272,1.17932,1.17932,False,False,True,,2026-02-18T19:30:00Z,1.17932,22.0,take_profit,1.18272,1.17932,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
111,97,long,2026-02-19T15:41:00Z,2026-02-19T15:41:00Z,2026-02-19T16:08:00Z,2026-02-19T16:08:40Z,1.17489,1.1749,1.1771,1.1771,22.0,22.0,take_profit,take_profit,True,1.1737,1.1737,1.1771,1.1771,False,False,True,,2026-02-19T16:08:00Z,1.17709,22.0,take_profit,1.17369,1.17709,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
112,98,short,2026-02-19T16:22:00Z,2026-02-19T16:22:00Z,2026-02-19T18:46:00Z,2026-02-19T18:46:00Z,1.17653,1.17653,1.17664,1.17665,-1.1,-1.2,timeout,timeout,True,1.17773,1.17773,1.17433,1.17433,False,False,True,,2026-02-19T18:46:00Z,1.17664,-1.1,timeout,1.17773,1.17433,actual_fill_adjusted_executable,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
113,99,short,2026-02-20T13:08:00Z,2026-02-20T13:08:00Z,2026-02-20T14:30:00Z,2026-02-20T14:30:20Z,1.1767,1.1767,1.1779,1.1779,-12.0,-12.0,stop_loss,stop_loss,True,1.1779,1.1779,1.1745,1.1745,False,False,True,,2026-02-20T14:30:00Z,1.1779,-12.0,stop_loss,1.1779,1.1745,actual_fill_adjusted_executable,False,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
114,100,long,2026-02-20T16:22:00Z,2026-02-20T16:22:00Z,2026-02-20T16:49:00Z,2026-02-20T16:49:40Z,1.17983,1.17983,1.17863,1.17863,-12.0,-12.0,stop_loss,stop_loss,True,1.17863,1.17863,1.18203,1.18203,False,False,True,,2026-02-20T16:49:00Z,1.17863,-12.0,stop_loss,1.17863,1.18203,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
115,101,short,2026-02-23T14:05:00Z,2026-02-23T14:05:00Z,2026-02-23T14:21:00Z,2026-02-23T14:20:40Z,1.17799,1.17799,1.17919,1.17919,-12.0,-12.0,stop_loss,stop_loss,True,1.17919,1.17919,1.17579,1.17579,False,False,True,,2026-02-23T14:21:00Z,1.17919,-12.0,stop_loss,1.17919,1.17579,actual_fill_adjusted_executable,True,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
116,102,short,2026-02-23T14:49:00Z,2026-02-23T14:49:00Z,2026-02-23T15:57:00Z,2026-02-23T15:57:40Z,1.17954,1.17954,1.18074,1.18074,-12.0,-12.0,stop_loss,stop_loss,True,1.18074,1.18074,1.17734,1.17734,False,False,True,,2026-02-23T15:57:00Z,1.18074,-12.0,stop_loss,1.18074,1.17734,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
117,103,long,2026-02-23T17:37:00Z,2026-02-23T17:37:00Z,2026-02-23T20:01:00Z,2026-02-23T20:01:00Z,1.18009,1.1801,1.17969,1.17969,-4.1,-4.1,timeout,timeout,True,1.1789,1.1789,1.1823,1.1823,False,False,True,,2026-02-23T20:01:00Z,1.17969,-4.0,timeout,1.17889,1.18229,actual_fill_adjusted_executable,False,0.1,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
118,104,short,2026-02-24T16:11:00Z,2026-02-24T16:11:00Z,2026-02-24T17:09:00Z,2026-02-24T17:07:40Z,1.17699,1.17699,1.17819,1.17819,-12.0,-12.0,stop_loss,stop_loss,True,1.17819,1.17819,1.17479,1.17479,False,False,True,,2026-02-24T17:09:00Z,1.17819,-12.0,stop_loss,1.17819,1.17479,actual_fill_adjusted_executable,True,0.0,0.0,0.0,80.0,False,False,False,False,False,False,False,within_tolerance
119,106,long,2026-02-26T16:04:00Z,2026-02-26T16:04:00Z,2026-02-26T16:16:00Z,2026-02-26T16:16:40Z,1.18131,1.18131,1.18011,1.18011,-12.0,-12.0,stop_loss,stop_loss,True,1.18011,1.18011,1.18351,1.18351,False,False,True,,2026-02-26T16:16:00Z,1.18011,-12.0,stop_loss,1.18011,1.18351,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
120,108,long,2026-03-03T13:47:00Z,2026-03-03T13:47:00Z,2026-03-03T14:42:00Z,2026-03-03T14:42:40Z,1.16088,1.16089,1.15969,1.15969,-12.0,-12.0,stop_loss,stop_loss,True,1.15969,1.15969,1.16309,1.16309,False,False,True,,2026-03-03T14:43:00Z,1.15968,-12.0,stop_loss,1.15968,1.16308,actual_fill_adjusted_executable,True,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
121,109,short,2026-03-04T14:49:00Z,2026-03-04T14:49:00Z,2026-03-04T17:13:00Z,2026-03-04T17:13:00Z,1.16384,1.16384,1.16408,1.16409,-2.4,-2.5,timeout,timeout,True,1.16504,1.16504,1.16164,1.16164,False,False,True,,2026-03-04T17:13:00Z,1.16408,-2.4,timeout,1.16504,1.16164,actual_fill_adjusted_executable,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
122,110,long,2026-03-06T13:44:00Z,2026-03-06T13:44:00Z,2026-03-06T14:30:00Z,2026-03-06T14:30:40Z,1.1566,1.15661,1.15881,1.15881,22.0,22.0,take_profit,take_profit,True,1.15541,1.15541,1.15881,1.15881,False,False,True,,2026-03-06T14:30:00Z,1.1588,22.0,take_profit,1.1554,1.1588,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
123,111,long,2026-03-06T14:43:00Z,2026-03-06T14:43:00Z,2026-03-06T14:47:00Z,2026-03-06T14:47:40Z,1.15879,1.1588,1.1576,1.1576,-12.0,-12.0,stop_loss,stop_loss,True,1.1576,1.1576,1.161,1.161,False,False,True,,2026-03-06T14:47:00Z,1.15759,-12.0,stop_loss,1.15759,1.16099,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
124,112,long,2026-03-06T16:00:00Z,2026-03-06T16:00:00Z,2026-03-06T17:05:00Z,2026-03-06T17:05:40Z,1.15721,1.15722,1.15942,1.15942,22.0,22.0,take_profit,take_profit,True,1.15602,1.15602,1.15942,1.15942,False,False,True,,2026-03-06T17:05:00Z,1.15941,22.0,take_profit,1.15601,1.15941,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
125,113,long,2026-03-06T17:16:00Z,2026-03-06T17:16:00Z,2026-03-06T19:16:00Z,2026-03-06T19:16:20Z,1.15954,1.15955,1.16175,1.16175,22.0,22.0,take_profit,take_profit,True,1.15835,1.15835,1.16175,1.16175,False,False,True,,2026-03-06T19:14:00Z,1.16174,22.0,take_profit,1.15834,1.16174,actual_fill_adjusted_executable,True,0.1,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
126,114,short,2026-03-09T15:50:00Z,2026-03-09T15:50:00Z,2026-03-09T16:06:00Z,2026-03-09T16:06:40Z,1.15771,1.15771,1.15551,1.15551,22.0,22.0,take_profit,take_profit,True,1.15891,1.15891,1.15551,1.15551,False,False,True,,2026-03-09T16:06:00Z,1.15551,22.0,take_profit,1.15891,1.15551,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
127,115,long,2026-03-09T16:27:00Z,2026-03-09T16:27:00Z,2026-03-09T17:21:00Z,2026-03-09T17:21:40Z,1.15646,1.15647,1.15867,1.15867,22.0,22.0,take_profit,take_profit,True,1.15527,1.15527,1.15867,1.15867,False,False,True,,2026-03-09T17:21:00Z,1.15866,22.0,take_profit,1.15526,1.15866,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
128,116,short,2026-03-10T13:35:00Z,2026-03-10T13:35:00Z,2026-03-10T15:59:00Z,2026-03-10T15:59:00Z,1.16411,1.16411,1.16309,1.1631,10.2,10.1,timeout,timeout,True,1.16531,1.16531,1.16191,1.16191,False,False,True,,2026-03-10T15:59:00Z,1.16309,10.2,timeout,1.16531,1.16191,actual_fill_adjusted_executable,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
129,117,long,2026-03-10T16:52:00Z,2026-03-10T16:52:00Z,2026-03-10T19:16:00Z,2026-03-10T19:16:00Z,1.16466,1.16468,1.16565,1.16565,9.7,9.7,timeout,timeout,True,1.16348,1.16348,1.16688,1.16688,False,False,True,,2026-03-10T19:16:00Z,1.16565,9.9,timeout,1.16346,1.16686,actual_fill_adjusted_executable,False,0.2,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
130,118,long,2026-03-11T13:24:00Z,2026-03-11T13:24:00Z,2026-03-11T14:00:00Z,2026-03-11T14:00:20Z,1.16062,1.16062,1.15942,1.15942,-12.0,-12.0,stop_loss,stop_loss,True,1.15942,1.15942,1.16282,1.16282,False,False,True,,2026-03-11T14:00:00Z,1.15942,-12.0,stop_loss,1.15942,1.16282,actual_fill_adjusted_executable,False,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
131,119,short,2026-03-11T16:46:00Z,2026-03-11T16:46:00Z,2026-03-11T18:08:00Z,2026-03-11T18:08:40Z,1.15867,1.15867,1.15647,1.15647,22.0,22.0,take_profit,take_profit,True,1.15987,1.15987,1.15647,1.15647,False,False,True,,2026-03-11T18:08:00Z,1.15647,22.0,take_profit,1.15987,1.15647,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
132,120,short,2026-03-12T16:59:00Z,2026-03-12T16:59:00Z,2026-03-12T18:21:00Z,2026-03-12T18:21:40Z,1.15189,1.15189,1.15309,1.15309,-12.0,-12.0,stop_loss,stop_loss,True,1.15309,1.15309,1.14969,1.14969,False,False,True,,2026-03-12T18:21:00Z,1.15309,-12.0,stop_loss,1.15309,1.14969,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
133,121,short,2026-03-13T17:05:00Z,2026-03-13T17:05:00Z,2026-03-13T19:13:00Z,2026-03-13T19:13:40Z,1.14561,1.14561,1.14341,1.14341,22.0,22.0,take_profit,take_profit,True,1.14681,1.14681,1.14341,1.14341,False,False,True,,2026-03-13T19:13:00Z,1.14341,22.0,take_profit,1.14681,1.14341,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
134,122,short,2026-03-16T14:01:00Z,2026-03-16T14:01:00Z,2026-03-16T15:46:00Z,2026-03-16T15:46:40Z,1.14792,1.14792,1.14912,1.14912,-12.0,-12.0,stop_loss,stop_loss,True,1.14912,1.14912,1.14572,1.14572,False,False,True,,2026-03-16T15:46:00Z,1.14912,-12.0,stop_loss,1.14912,1.14572,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
135,123,long,2026-03-17T15:11:00Z,2026-03-17T15:11:00Z,2026-03-17T16:25:00Z,2026-03-17T16:25:40Z,1.15335,1.15336,1.15216,1.15216,-12.0,-12.0,stop_loss,stop_loss,True,1.15216,1.15216,1.15556,1.15556,False,False,True,,2026-03-17T16:25:00Z,1.15215,-12.0,stop_loss,1.15215,1.15555,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
136,124,long,2026-03-17T17:24:00Z,2026-03-17T17:24:00Z,2026-03-17T18:03:00Z,2026-03-17T18:03:20Z,1.15305,1.15306,1.15186,1.15186,-12.0,-12.0,stop_loss,stop_loss,True,1.15186,1.15186,1.15526,1.15526,False,False,True,,2026-03-17T18:03:00Z,1.15185,-12.0,stop_loss,1.15185,1.15525,actual_fill_adjusted_executable,False,0.1,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
137,125,short,2026-03-18T13:37:00Z,2026-03-18T13:37:00Z,2026-03-18T13:57:00Z,2026-03-18T13:57:40Z,1.15366,1.15366,1.15486,1.15486,-12.0,-12.0,stop_loss,stop_loss,True,1.15486,1.15486,1.15146,1.15146,False,False,True,,2026-03-18T13:57:00Z,1.15486,-12.0,stop_loss,1.15486,1.15146,actual_fill_adjusted_executable,True,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
138,126,short,2026-03-18T14:53:00Z,2026-03-18T14:53:00Z,2026-03-18T15:16:00Z,2026-03-18T15:16:40Z,1.15138,1.15138,1.14918,1.14918,22.0,22.0,take_profit,take_profit,True,1.15258,1.15258,1.14918,1.14918,False,False,True,,2026-03-18T15:16:00Z,1.14918,22.0,take_profit,1.15258,1.14918,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
139,127,long,2026-03-18T15:50:00Z,2026-03-18T15:50:00Z,2026-03-18T18:14:00Z,2026-03-18T18:14:00Z,1.15087,1.15088,1.1518,1.1518,9.2,9.2,timeout,timeout,True,1.14968,1.14968,1.15308,1.15308,False,False,True,,2026-03-18T18:14:00Z,1.1518,9.3,timeout,1.14967,1.15307,actual_fill_adjusted_executable,False,0.1,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
