expected_index,actual_index,side,expected_timestamp_utc,actual_timestamp_utc,expected_exit_timestamp_utc,actual_exit_timestamp_utc,expected_entry_price,actual_entry_price,expected_exit_price,actual_exit_price,expected_pnl_pips,actual_pnl_pips,expected_exit_reason,actual_exit_reason,exit_reason_match,expected_stop_loss_price,actual_stop_loss_price,expected_take_profit_price,actual_take_profit_price,expected_same_bar_collision,actual_same_bar_collision,same_bar_collision_match,expected_collision_resolution,baseline_expected_exit_timestamp_utc,baseline_expected_exit_price,baseline_expected_pnl_pips,baseline_expected_exit_reason,baseline_expected_stop_loss_price,baseline_expected_take_profit_price,comparison_basis,boundary_ambiguous_close_timing,boundary_ambiguous_exit_semantics,entry_price_delta_pips,exit_price_delta_pips,fill_delta_pips,close_timing_delta_seconds,breach_entry_price,breach_exit_price,breach_fill_delta,breach_close_timing,breach_exit_reason,breach_same_bar_collision,breach_any,likely_cause
121,122,long,2025-10-29T10:29:00Z,2025-10-29T10:29:00Z,2025-10-29T10:52:00Z,2025-10-29T10:52:40Z,1.1633,1.16331,1.1626,1.16261,-7.0,-7.0,stop_loss,stop_loss,True,1.1626,1.16261,1.1657,1.16571,False,False,True,,2025-10-29T10:52:00Z,1.1626,-7.0,stop_loss,1.1626,1.1657,baseline_executable,False,False,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
123,124,long,2025-10-29T11:33:00Z,2025-10-29T11:33:00Z,2025-10-29T14:03:00Z,2025-10-29T14:03:00Z,1.16322,1.16323,1.16426,1.16426,10.4,10.3,timeout,timeout,True,1.16252,1.16253,1.16562,1.16563,False,False,True,,2025-10-29T14:03:00Z,1.16426,10.4,timeout,1.16252,1.16562,baseline_executable,False,False,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
124,125,short,2025-10-30T08:00:00Z,2025-10-30T08:00:00Z,2025-10-30T10:30:00Z,2025-10-30T10:30:00Z,1.1624,1.1624,1.16137,1.16138,10.3,10.2,timeout,timeout,True,1.1631,1.1631,1.16,1.16,False,False,True,,2025-10-30T10:30:00Z,1.16137,10.3,timeout,1.1631,1.16,baseline_executable,False,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
125,126,long,2025-10-30T10:45:00Z,2025-10-30T10:45:00Z,2025-10-30T12:57:00Z,2025-10-30T12:57:40Z,1.16148,1.16149,1.16078,1.16079,-7.0,-7.0,stop_loss,stop_loss,True,1.16078,1.16079,1.16388,1.16389,False,False,True,,2025-10-30T12:57:00Z,1.16078,-7.0,stop_loss,1.16078,1.16388,baseline_executable,False,False,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
126,127,short,2025-10-30T13:04:00Z,2025-10-30T13:04:00Z,2025-10-30T14:28:00Z,2025-10-30T14:28:40Z,1.16051,1.16051,1.15811,1.15811,24.0,24.0,take_profit,take_profit,True,1.16121,1.16121,1.15811,1.15811,False,False,True,,2025-10-30T14:28:00Z,1.15811,24.0,take_profit,1.16121,1.15811,baseline_executable,False,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
127,128,long,2025-10-31T08:16:00Z,2025-10-31T08:16:00Z,2025-10-31T08:53:00Z,2025-10-31T08:53:40Z,1.15722,1.15723,1.15652,1.15653,-7.0,-7.0,stop_loss,stop_loss,True,1.15652,1.15653,1.15962,1.15963,False,False,True,,2025-10-31T08:53:00Z,1.15652,-7.0,stop_loss,1.15652,1.15962,baseline_executable,False,False,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
128,129,short,2025-10-31T08:54:00Z,2025-10-31T08:54:00Z,2025-10-31T10:57:00Z,2025-10-31T10:57:40Z,1.15644,1.15644,1.15714,1.15714,-7.0,-7.0,stop_loss,stop_loss,True,1.15714,1.15714,1.15404,1.15404,False,False,True,,2025-10-31T10:57:00Z,1.15714,-7.0,stop_loss,1.15714,1.15404,baseline_executable,False,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
129,130,long,2025-10-31T10:58:00Z,2025-10-31T10:58:00Z,2025-10-31T13:28:00Z,2025-10-31T13:28:00Z,1.15713,1.15713,1.15713,1.15713,0.0,0.0,timeout,timeout,True,1.15643,1.15643,1.15953,1.15953,False,False,True,,2025-10-31T13:28:00Z,1.15713,0.0,timeout,1.15643,1.15953,baseline_executable,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
130,131,short,2025-10-31T13:32:00Z,2025-10-31T13:32:00Z,2025-10-31T15:31:00Z,2025-10-31T15:32:20Z,1.15695,1.15695,1.15455,1.15455,24.0,24.0,take_profit,take_profit,True,1.15765,1.15765,1.15455,1.15455,False,False,True,,2025-10-31T15:31:00Z,1.15455,24.0,take_profit,1.15765,1.15455,baseline_executable,False,False,0.0,0.0,0.0,80.0,False,False,False,False,False,False,False,within_tolerance
131,132,short,2025-11-03T08:15:00Z,2025-11-03T08:15:00Z,2025-11-03T09:47:00Z,2025-11-03T09:47:40Z,1.15362,1.15362,1.15122,1.15122,24.0,24.0,take_profit,take_profit,True,1.15432,1.15432,1.15122,1.15122,False,False,True,,2025-11-03T09:47:00Z,1.15122,24.0,take_profit,1.15432,1.15122,baseline_executable,False,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
132,133,short,2025-11-03T09:48:00Z,2025-11-03T09:48:00Z,2025-11-03T10:34:00Z,2025-11-03T10:34:40Z,1.15129,1.15129,1.15199,1.15199,-7.0,-7.0,stop_loss,stop_loss,True,1.15199,1.15199,1.14889,1.14889,False,False,True,,2025-11-03T10:34:00Z,1.15199,-7.0,stop_loss,1.15199,1.14889,baseline_executable,False,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
133,134,long,2025-11-03T10:35:00Z,2025-11-03T10:35:00Z,2025-11-03T10:46:00Z,2025-11-03T10:46:20Z,1.152,1.15201,1.1513,1.15131,-7.0,-7.0,stop_loss,stop_loss,True,1.1513,1.15131,1.1544,1.15441,False,False,True,,2025-11-03T10:46:00Z,1.1513,-7.0,stop_loss,1.1513,1.1544,baseline_executable,False,False,0.1,0.1,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
134,135,short,2025-11-03T10:47:00Z,2025-11-03T10:47:00Z,2025-11-03T13:17:00Z,2025-11-03T13:17:00Z,1.15147,1.15147,1.15164,1.15165,-1.7,-1.8,timeout,timeout,True,1.15217,1.15217,1.14907,1.14907,False,False,True,,2025-11-03T13:17:00Z,1.15164,-1.7,timeout,1.15217,1.14907,baseline_executable,False,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
135,136,long,2025-11-03T13:20:00Z,2025-11-03T13:20:00Z,2025-11-03T14:15:00Z,2025-11-03T14:14:40Z,1.15189,1.1519,1.15119,1.1512,-7.0,-7.0,stop_loss,stop_loss,True,1.15119,1.1512,1.15429,1.1543,False,False,True,,2025-11-03T14:15:00Z,1.15119,-7.0,stop_loss,1.15119,1.15429,baseline_executable,False,False,0.1,0.1,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
136,137,long,2025-11-04T08:08:00Z,2025-11-04T08:08:00Z,2025-11-04T09:46:00Z,2025-11-04T09:39:40Z,1.15281,1.15282,1.15211,1.15212,-7.0,-7.0,stop_loss,stop_loss,True,1.15211,1.15212,1.15521,1.15522,False,False,True,,2025-11-04T09:46:00Z,1.15211,-7.0,stop_loss,1.15211,1.15521,baseline_executable,False,False,0.1,0.1,0.0,380.0,False,False,False,True,False,False,True,timeout_or_bar_close_drift
137,138,short,2025-11-04T09:40:00Z,2025-11-04T09:40:00Z,2025-11-04T12:10:00Z,2025-11-04T12:10:00Z,1.15214,1.15214,1.15023,1.15024,19.1,19.0,timeout,timeout,True,1.15284,1.15284,1.14974,1.14974,False,False,True,,2025-11-04T12:10:00Z,1.15023,19.1,timeout,1.15284,1.14974,baseline_executable,False,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
138,139,short,2025-11-04T12:36:00Z,2025-11-04T12:36:00Z,2025-11-04T13:34:00Z,2025-11-04T13:34:40Z,1.15011,1.15011,1.14771,1.14771,24.0,24.0,take_profit,take_profit,True,1.15081,1.15081,1.14771,1.14771,False,False,True,,2025-11-04T13:34:00Z,1.14771,24.0,take_profit,1.15081,1.14771,baseline_executable,False,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
139,140,short,2025-11-04T13:35:00Z,2025-11-04T13:35:00Z,2025-11-04T13:47:00Z,2025-11-04T13:47:40Z,1.14775,1.14775,1.14845,1.14845,-7.0,-7.0,stop_loss,stop_loss,True,1.14845,1.14845,1.14535,1.14535,False,False,True,,2025-11-04T13:47:00Z,1.14845,-7.0,stop_loss,1.14845,1.14535,baseline_executable,False,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
140,141,long,2025-11-04T13:48:00Z,2025-11-04T13:48:00Z,2025-11-04T15:29:00Z,2025-11-04T15:29:20Z,1.14848,1.14848,1.14778,1.14778,-7.0,-7.0,stop_loss,stop_loss,True,1.14778,1.14778,1.15088,1.15088,False,False,True,,2025-11-04T15:29:00Z,1.14778,-7.0,stop_loss,1.14778,1.15088,baseline_executable,False,False,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
141,142,short,2025-11-05T08:20:00Z,2025-11-05T08:20:00Z,2025-11-05T08:38:00Z,2025-11-05T08:38:40Z,1.14839,1.14839,1.14909,1.14909,-7.0,-7.0,stop_loss,stop_loss,True,1.14909,1.14909,1.14599,1.14599,False,False,True,,2025-11-05T08:38:00Z,1.14909,-7.0,stop_loss,1.14909,1.14599,baseline_executable,False,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
142,143,long,2025-11-05T08:39:00Z,2025-11-05T08:39:00Z,2025-11-05T10:41:00Z,2025-11-05T10:41:40Z,1.14909,1.1491,1.14839,1.1484,-7.0,-7.0,stop_loss,stop_loss,True,1.14839,1.1484,1.15149,1.1515,False,False,True,,2025-11-05T10:41:00Z,1.14839,-7.0,stop_loss,1.14839,1.15149,baseline_executable,False,False,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
143,144,short,2025-11-05T10:42:00Z,2025-11-05T10:42:00Z,2025-11-05T13:06:00Z,2025-11-05T13:06:40Z,1.14836,1.14836,1.14906,1.14906,-7.0,-7.0,stop_loss,stop_loss,True,1.14906,1.14906,1.14596,1.14596,False,False,True,,2025-11-05T13:06:00Z,1.14906,-7.0,stop_loss,1.14906,1.14596,baseline_executable,False,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
144,145,long,2025-11-05T13:07:00Z,2025-11-05T13:07:00Z,2025-11-05T14:16:00Z,2025-11-05T14:16:40Z,1.1491,1.14911,1.1484,1.14841,-7.0,-7.0,stop_loss,stop_loss,True,1.1484,1.14841,1.1515,1.15151,False,False,True,,2025-11-05T14:16:00Z,1.1484,-7.0,stop_loss,1.1484,1.1515,baseline_executable,False,False,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
145,146,long,2025-11-06T08:24:00Z,2025-11-06T08:24:00Z,2025-11-06T10:54:00Z,2025-11-06T10:54:00Z,1.15116,1.15117,1.15125,1.15125,0.9,0.8,timeout,timeout,True,1.15046,1.15047,1.15356,1.15357,False,False,True,,2025-11-06T10:54:00Z,1.15125,0.9,timeout,1.15046,1.15356,baseline_executable,False,False,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
146,147,short,2025-11-06T11:01:00Z,2025-11-06T11:01:00Z,2025-11-06T12:39:00Z,2025-11-06T12:39:40Z,1.15118,1.15118,1.15188,1.15188,-7.0,-7.0,stop_loss,stop_loss,True,1.15188,1.15188,1.14878,1.14878,False,False,True,,2025-11-06T12:39:00Z,1.15188,-7.0,stop_loss,1.15188,1.14878,baseline_executable,False,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
147,148,long,2025-11-06T12:40:00Z,2025-11-06T12:40:00Z,2025-11-06T14:49:00Z,2025-11-06T14:49:40Z,1.15189,1.1519,1.15429,1.1543,24.0,24.0,take_profit,take_profit,True,1.15119,1.1512,1.15429,1.1543,False,False,True,,2025-11-06T14:49:00Z,1.15429,24.0,take_profit,1.15119,1.15429,baseline_executable,False,False,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
148,149,long,2025-11-07T08:20:00Z,2025-11-07T08:20:00Z,2025-11-07T10:50:00Z,2025-11-07T10:50:00Z,1.15341,1.15341,1.15401,1.15401,6.0,6.0,timeout,timeout,True,1.15271,1.15271,1.15581,1.15581,False,False,True,,2025-11-07T10:50:00Z,1.15401,6.0,timeout,1.15271,1.15581,baseline_executable,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
149,150,long,2025-11-07T11:09:00Z,2025-11-07T11:09:00Z,2025-11-07T13:39:00Z,2025-11-07T13:39:00Z,1.15431,1.15432,1.15557,1.15557,12.6,12.5,timeout,timeout,True,1.15361,1.15362,1.15671,1.15672,False,False,True,,2025-11-07T13:39:00Z,1.15557,12.6,timeout,1.15361,1.15671,baseline_executable,False,False,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
150,151,short,2025-11-07T13:40:00Z,2025-11-07T13:40:00Z,2025-11-07T14:05:00Z,2025-11-07T14:05:40Z,1.15563,1.15563,1.15633,1.15633,-7.0,-7.0,stop_loss,stop_loss,True,1.15633,1.15633,1.15323,1.15323,False,False,True,,2025-11-07T14:05:00Z,1.15633,-7.0,stop_loss,1.15633,1.15323,baseline_executable,False,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
151,152,long,2025-11-10T08:06:00Z,2025-11-10T08:06:00Z,2025-11-10T09:36:00Z,2025-11-10T09:36:40Z,1.15574,1.15575,1.15814,1.15815,24.0,24.0,take_profit,take_profit,True,1.15504,1.15505,1.15814,1.15815,False,False,True,,2025-11-10T09:36:00Z,1.15814,24.0,take_profit,1.15504,1.15814,baseline_executable,False,False,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
152,153,long,2025-11-10T09:37:00Z,2025-11-10T09:37:00Z,2025-11-10T09:57:00Z,2025-11-10T09:57:20Z,1.15816,1.15817,1.15746,1.15747,-7.0,-7.0,stop_loss,stop_loss,True,1.15746,1.15747,1.16056,1.16057,False,False,True,,2025-11-10T09:57:00Z,1.15746,-7.0,stop_loss,1.15746,1.16056,baseline_executable,False,False,0.1,0.1,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
153,154,short,2025-11-10T09:59:00Z,2025-11-10T09:59:00Z,2025-11-10T12:29:00Z,2025-11-10T12:29:00Z,1.15733,1.15733,1.15589,1.1559,14.4,14.3,timeout,timeout,True,1.15803,1.15803,1.15493,1.15493,False,False,True,,2025-11-10T12:29:00Z,1.15589,14.4,timeout,1.15803,1.15493,baseline_executable,False,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
154,155,long,2025-11-10T13:09:00Z,2025-11-10T13:09:00Z,2025-11-10T15:39:00Z,2025-11-10T15:39:00Z,1.15656,1.15657,1.15664,1.15664,0.8,0.7,timeout,timeout,True,1.15586,1.15587,1.15896,1.15897,False,False,True,,2025-11-10T15:39:00Z,1.15664,0.8,timeout,1.15586,1.15896,baseline_executable,False,False,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
155,156,long,2025-11-11T08:04:00Z,2025-11-11T08:04:00Z,2025-11-11T10:34:00Z,2025-11-11T10:34:00Z,1.15552,1.15553,1.15663,1.15663,11.1,11.0,timeout,timeout,True,1.15482,1.15483,1.15792,1.15793,False,False,True,,2025-11-11T10:34:00Z,1.15663,11.1,timeout,1.15482,1.15792,baseline_executable,False,False,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
156,157,long,2025-11-11T10:35:00Z,2025-11-11T10:35:00Z,2025-11-11T13:05:00Z,2025-11-11T13:05:00Z,1.15675,1.15676,1.15716,1.15716,4.1,4.0,timeout,timeout,True,1.15605,1.15606,1.15915,1.15916,False,False,True,,2025-11-11T13:05:00Z,1.15716,4.1,timeout,1.15605,1.15915,baseline_executable,False,False,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
157,158,long,2025-11-11T13:15:00Z,2025-11-11T13:15:00Z,2025-11-11T13:57:00Z,2025-11-11T13:55:40Z,1.15762,1.15763,1.15692,1.15693,-7.0,-7.0,stop_loss,stop_loss,True,1.15692,1.15693,1.16002,1.16003,False,False,True,,2025-11-11T13:57:00Z,1.15692,-7.0,stop_loss,1.15692,1.16002,baseline_executable,False,False,0.1,0.1,0.0,80.0,False,False,False,False,False,False,False,within_tolerance
158,159,short,2025-11-11T13:57:00Z,2025-11-11T13:57:00Z,2025-11-11T14:04:00Z,2025-11-11T14:04:40Z,1.15696,1.15696,1.15766,1.15766,-7.0,-7.0,stop_loss,stop_loss,True,1.15766,1.15766,1.15456,1.15456,False,False,True,,2025-11-11T14:04:00Z,1.15766,-7.0,stop_loss,1.15766,1.15456,baseline_executable,False,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
159,160,long,2025-11-12T08:07:00Z,2025-11-12T08:07:00Z,2025-11-12T09:01:00Z,2025-11-12T09:01:40Z,1.15867,1.15868,1.15797,1.15798,-7.0,-7.0,stop_loss,stop_loss,True,1.15797,1.15798,1.16107,1.16108,False,False,True,,2025-11-12T09:01:00Z,1.15797,-7.0,stop_loss,1.15797,1.16107,baseline_executable,False,False,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
160,161,short,2025-11-12T09:02:00Z,2025-11-12T09:02:00Z,2025-11-12T09:26:00Z,2025-11-12T09:26:20Z,1.15796,1.15796,1.15866,1.15866,-7.0,-7.0,stop_loss,stop_loss,True,1.15866,1.15866,1.15556,1.15556,False,False,True,,2025-11-12T09:26:00Z,1.15866,-7.0,stop_loss,1.15866,1.15556,baseline_executable,False,False,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
161,162,long,2025-11-12T09:27:00Z,2025-11-12T09:27:00Z,2025-11-12T09:53:00Z,2025-11-12T09:53:40Z,1.15858,1.15859,1.15788,1.15789,-7.0,-7.0,stop_loss,stop_loss,True,1.15788,1.15789,1.16098,1.16099,False,False,True,,2025-11-12T09:53:00Z,1.15788,-7.0,stop_loss,1.15788,1.16098,baseline_executable,False,False,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
162,163,short,2025-11-12T09:55:00Z,2025-11-12T09:55:00Z,2025-11-12T12:25:00Z,2025-11-12T12:25:00Z,1.15782,1.15782,1.15696,1.15697,8.6,8.5,timeout,timeout,True,1.15852,1.15852,1.15542,1.15542,False,False,True,,2025-11-12T12:25:00Z,1.15696,8.6,timeout,1.15852,1.15542,baseline_executable,False,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
163,164,long,2025-11-12T12:28:00Z,2025-11-12T12:28:00Z,2025-11-12T14:58:00Z,2025-11-12T14:58:00Z,1.15705,1.15706,1.15708,1.15708,0.3,0.2,timeout,timeout,True,1.15635,1.15636,1.15945,1.15946,False,False,True,,2025-11-12T14:58:00Z,1.15708,0.3,timeout,1.15635,1.15945,baseline_executable,False,False,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
164,165,long,2025-11-13T08:04:00Z,2025-11-13T08:04:00Z,2025-11-13T08:59:00Z,2025-11-13T08:59:40Z,1.15874,1.15874,1.16114,1.16114,24.0,24.0,take_profit,take_profit,True,1.15804,1.15804,1.16114,1.16114,False,False,True,,2025-11-13T08:59:00Z,1.16114,24.0,take_profit,1.15804,1.16114,baseline_executable,False,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
165,166,long,2025-11-13T09:00:00Z,2025-11-13T09:00:00Z,2025-11-13T11:30:00Z,2025-11-13T11:30:00Z,1.16115,1.16116,1.16179,1.16179,6.4,6.3,timeout,timeout,True,1.16045,1.16046,1.16355,1.16356,False,False,True,,2025-11-13T11:30:00Z,1.16179,6.4,timeout,1.16045,1.16355,baseline_executable,False,False,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
166,167,short,2025-11-13T11:31:00Z,2025-11-13T11:31:00Z,2025-11-13T14:00:00Z,2025-11-13T14:00:20Z,1.1617,1.1617,1.1624,1.1624,-7.0,-7.0,stop_loss,stop_loss,True,1.1624,1.1624,1.1593,1.1593,False,False,True,,2025-11-13T14:00:00Z,1.1624,-7.0,stop_loss,1.1624,1.1593,baseline_executable,False,False,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
167,168,long,2025-11-14T08:00:00Z,2025-11-14T08:00:00Z,2025-11-14T09:02:00Z,2025-11-14T09:02:40Z,1.16378,1.16379,1.16308,1.16309,-7.0,-7.0,stop_loss,stop_loss,True,1.16308,1.16309,1.16618,1.16619,False,False,True,,2025-11-14T09:02:00Z,1.16308,-7.0,stop_loss,1.16308,1.16618,baseline_executable,False,False,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
168,169,short,2025-11-14T09:03:00Z,2025-11-14T09:03:00Z,2025-11-14T09:43:00Z,2025-11-14T09:43:20Z,1.16295,1.16295,1.16365,1.16365,-7.0,-7.0,stop_loss,stop_loss,True,1.16365,1.16365,1.16055,1.16055,False,False,True,,2025-11-14T09:43:00Z,1.16365,-7.0,stop_loss,1.16365,1.16055,baseline_executable,False,False,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
169,170,short,2025-11-14T09:57:00Z,2025-11-14T09:57:00Z,2025-11-14T12:27:00Z,2025-11-14T12:27:00Z,1.16297,1.16297,1.16114,1.16115,18.3,18.2,timeout,timeout,True,1.16367,1.16367,1.16057,1.16057,False,False,True,,2025-11-14T12:27:00Z,1.16114,18.3,timeout,1.16367,1.16057,baseline_executable,False,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
170,171,long,2025-11-14T12:35:00Z,2025-11-14T12:35:00Z,2025-11-14T13:41:00Z,2025-11-14T13:41:40Z,1.16136,1.16137,1.16376,1.16377,24.0,24.0,take_profit,take_profit,True,1.16066,1.16067,1.16376,1.16377,False,False,True,,2025-11-14T13:41:00Z,1.16376,24.0,take_profit,1.16066,1.16376,baseline_executable,False,False,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
171,172,long,2025-11-14T13:42:00Z,2025-11-14T13:42:00Z,2025-11-14T15:07:00Z,2025-11-14T15:06:40Z,1.16393,1.16394,1.16323,1.16324,-7.0,-7.0,stop_loss,stop_loss,True,1.16323,1.16324,1.16633,1.16634,False,False,True,,2025-11-14T15:07:00Z,1.16323,-7.0,stop_loss,1.16323,1.16633,baseline_executable,False,False,0.1,0.1,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
172,173,long,2025-11-17T08:20:00Z,2025-11-17T08:20:00Z,2025-11-17T09:25:00Z,2025-11-17T09:25:40Z,1.16106,1.16107,1.16036,1.16037,-7.0,-7.0,stop_loss,stop_loss,True,1.16036,1.16037,1.16346,1.16347,False,False,True,,2025-11-17T09:25:00Z,1.16036,-7.0,stop_loss,1.16036,1.16346,baseline_executable,False,False,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
173,174,short,2025-11-17T09:26:00Z,2025-11-17T09:26:00Z,2025-11-17T11:56:00Z,2025-11-17T11:56:00Z,1.16033,1.16033,1.15971,1.15972,6.2,6.1,timeout,timeout,True,1.16103,1.16103,1.15793,1.15793,False,False,True,,2025-11-17T11:56:00Z,1.15971,6.2,timeout,1.16103,1.15793,baseline_executable,False,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
174,175,short,2025-11-17T11:57:00Z,2025-11-17T11:57:00Z,2025-11-17T13:29:00Z,2025-11-17T13:29:20Z,1.15972,1.15972,1.16042,1.16042,-7.0,-7.0,stop_loss,stop_loss,True,1.16042,1.16042,1.15732,1.15732,False,False,True,,2025-11-17T13:29:00Z,1.16042,-7.0,stop_loss,1.16042,1.15732,baseline_executable,False,False,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
175,176,short,2025-11-17T13:39:00Z,2025-11-17T13:39:00Z,2025-11-17T16:09:00Z,2025-11-17T16:09:00Z,1.15993,1.15993,1.15838,1.15839,15.5,15.4,timeout,timeout,True,1.16063,1.16063,1.15753,1.15753,False,False,True,,2025-11-17T16:09:00Z,1.15838,15.5,timeout,1.16063,1.15753,baseline_executable,False,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
176,177,long,2025-11-18T08:07:00Z,2025-11-18T08:07:00Z,2025-11-18T08:59:00Z,2025-11-18T08:59:40Z,1.15982,1.15983,1.15912,1.15913,-7.0,-7.0,stop_loss,stop_loss,True,1.15912,1.15913,1.16222,1.16223,False,False,True,,2025-11-18T08:59:00Z,1.15912,-7.0,stop_loss,1.15912,1.16222,baseline_executable,False,False,0.1,0.1,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
177,178,short,2025-11-18T09:00:00Z,2025-11-18T09:00:00Z,2025-11-18T09:03:00Z,2025-11-18T09:03:40Z,1.15911,1.15911,1.15981,1.15981,-7.0,-7.0,stop_loss,stop_loss,True,1.15981,1.15981,1.15671,1.15671,False,False,True,,2025-11-18T09:03:00Z,1.15981,-7.0,stop_loss,1.15981,1.15671,baseline_executable,False,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
178,179,long,2025-11-18T09:05:00Z,2025-11-18T09:05:00Z,2025-11-18T09:38:00Z,2025-11-18T09:38:40Z,1.16004,1.16006,1.15934,1.15936,-7.0,-7.0,stop_loss,stop_loss,True,1.15934,1.15936,1.16244,1.16246,False,False,True,,2025-11-18T09:38:00Z,1.15934,-7.0,stop_loss,1.15934,1.16244,baseline_executable,False,False,0.2,0.2,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
179,180,short,2025-11-18T09:39:00Z,2025-11-18T09:39:00Z,2025-11-18T12:09:00Z,2025-11-18T12:09:00Z,1.15932,1.15932,1.15819,1.1582,11.3,11.2,timeout,timeout,True,1.16002,1.16002,1.15692,1.15692,False,False,True,,2025-11-18T12:09:00Z,1.15819,11.3,timeout,1.16002,1.15692,baseline_executable,False,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
180,181,long,2025-11-18T12:18:00Z,2025-11-18T12:18:00Z,2025-11-18T14:48:00Z,2025-11-18T14:48:00Z,1.15847,1.15848,1.15992,1.15992,14.5,14.4,timeout,timeout,True,1.15777,1.15778,1.16087,1.16088,False,False,True,,2025-11-18T14:48:00Z,1.15992,14.5,timeout,1.15777,1.16087,baseline_executable,False,False,0.1,0.0,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
181,182,short,2025-11-19T08:06:00Z,2025-11-19T08:06:00Z,2025-11-19T08:32:00Z,2025-11-19T08:32:40Z,1.15848,1.15848,1.15918,1.15918,-7.0,-7.0,stop_loss,stop_loss,True,1.15918,1.15918,1.15608,1.15608,False,False,True,,2025-11-19T08:32:00Z,1.15918,-7.0,stop_loss,1.15918,1.15608,baseline_executable,False,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
