timestamp_utc,exit_timestamp_utc,side,entry_price,exit_price,pnl_pips,candidate_id,exit_reason,stop_loss_price,take_profit_price,same_bar_collision,collision_resolution
2025-10-01 13:07:00+00:00,2025-10-01 14:12:00+00:00,long,1.17535,1.17435,-9.999999999998899,AF-CAND-0242,stop_loss,1.17435,1.17775,False,
2025-10-01 14:16:00+00:00,2025-10-01 14:31:00+00:00,short,1.17427,1.17527,-10.000000000001119,AF-CAND-0242,stop_loss,1.17527,1.17187,False,
2025-10-01 14:36:00+00:00,2025-10-01 14:47:00+00:00,long,1.17533,1.17433,-9.999999999998899,AF-CAND-0242,stop_loss,1.17433,1.17773,False,
2025-10-01 15:08:00+00:00,2025-10-01 17:14:00+00:00,short,1.17383,1.17274,10.900000000000354,AF-CAND-0242,timeout,1.17483,1.17143,False,
2025-10-02 13:27:00+00:00,2025-10-02 13:40:00+00:00,long,1.17402,1.17302,-10.000000000001119,AF-CAND-0242,stop_loss,1.17302,1.17642,False,
2025-10-02 13:46:00+00:00,2025-10-02 15:14:00+00:00,short,1.17271,1.17031,23.999999999999577,AF-CAND-0242,take_profit,1.17371,1.17031,False,
2025-10-02 15:20:00+00:00,2025-10-02 16:10:00+00:00,short,1.16951,1.17051,-9.999999999998899,AF-CAND-0242,stop_loss,1.17051,1.16711,False,
2025-10-03 14:09:00+00:00,2025-10-03 14:15:00+00:00,long,1.1752,1.1742,-10.000000000001119,AF-CAND-0242,stop_loss,1.1742,1.1776,False,
2025-10-03 14:19:00+00:00,2025-10-03 16:25:00+00:00,short,1.17449,1.17411,3.8000000000004697,AF-CAND-0242,timeout,1.17549,1.17209,False,
2025-10-06 13:11:00+00:00,2025-10-06 13:32:00+00:00,long,1.16938,1.16838,-10.000000000001119,AF-CAND-0242,stop_loss,1.16838,1.17178,False,
2025-10-06 14:13:00+00:00,2025-10-06 14:22:00+00:00,long,1.17044,1.16944,-9.999999999998899,AF-CAND-0242,stop_loss,1.16944,1.17284,False,
2025-10-06 15:01:00+00:00,2025-10-06 15:30:00+00:00,long,1.17163,1.17063,-9.999999999998899,AF-CAND-0242,stop_loss,1.17063,1.17403,False,
2025-10-07 13:10:00+00:00,2025-10-07 13:55:00+00:00,long,1.16696,1.16596,-9.999999999998899,AF-CAND-0242,stop_loss,1.16596,1.16936,False,
2025-10-07 13:59:00+00:00,2025-10-07 15:10:00+00:00,short,1.16605,1.16705,-9.999999999998899,AF-CAND-0242,stop_loss,1.16705,1.16365,False,
2025-10-07 15:23:00+00:00,2025-10-07 17:29:00+00:00,long,1.16747,1.16731,-1.5999999999993797,AF-CAND-0242,timeout,1.16647,1.16987,False,
2025-10-08 13:27:00+00:00,2025-10-08 15:33:00+00:00,short,1.1634,1.16161,17.899999999999583,AF-CAND-0242,timeout,1.1644,1.161,False,
2025-10-08 16:04:00+00:00,2025-10-08 18:10:00+00:00,short,1.16039,1.16027,1.2000000000012,AF-CAND-0242,timeout,1.16139,1.15799,False,
2025-10-09 13:31:00+00:00,2025-10-09 13:37:00+00:00,long,1.16136,1.16036,-9.999999999998899,AF-CAND-0242,stop_loss,1.16036,1.16376,False,
2025-10-09 13:48:00+00:00,2025-10-09 13:50:00+00:00,short,1.15931,1.16031,-9.999999999998899,AF-CAND-0242,stop_loss,1.16031,1.15691,False,
2025-10-09 13:55:00+00:00,2025-10-09 14:01:00+00:00,long,1.16027,1.15927,-9.999999999998899,AF-CAND-0242,stop_loss,1.15927,1.16267,False,
2025-10-09 14:12:00+00:00,2025-10-09 15:07:00+00:00,short,1.15937,1.15697,23.999999999999577,AF-CAND-0242,take_profit,1.16037,1.15697,False,
2025-10-09 15:11:00+00:00,2025-10-09 15:19:00+00:00,short,1.1567,1.1577,-9.999999999998899,AF-CAND-0242,stop_loss,1.1577,1.1543,False,
2025-10-09 15:27:00+00:00,2025-10-09 17:33:00+00:00,short,1.15637,1.15637,0.0,AF-CAND-0242,timeout,1.15737,1.15397,False,
2025-10-10 13:29:00+00:00,2025-10-10 14:06:00+00:00,short,1.15656,1.15756,-9.999999999998899,AF-CAND-0242,stop_loss,1.15756,1.15416,False,
2025-10-10 14:44:00+00:00,2025-10-10 15:06:00+00:00,long,1.15745,1.15985,23.999999999999577,AF-CAND-0242,take_profit,1.15645,1.15985,False,
2025-10-10 15:12:00+00:00,2025-10-10 17:09:00+00:00,long,1.16084,1.15984,-10.000000000001119,AF-CAND-0242,stop_loss,1.15984,1.16324,False,
2025-10-13 13:04:00+00:00,2025-10-13 14:55:00+00:00,long,1.15698,1.15598,-9.999999999998899,AF-CAND-0242,stop_loss,1.15598,1.15938,False,
2025-10-13 14:59:00+00:00,2025-10-13 15:16:00+00:00,short,1.15594,1.15694,-10.000000000001119,AF-CAND-0242,stop_loss,1.15694,1.15354,False,
2025-10-14 13:01:00+00:00,2025-10-14 13:36:00+00:00,long,1.15559,1.15799,24.000000000001798,AF-CAND-0242,take_profit,1.15459,1.15799,False,
2025-10-14 13:43:00+00:00,2025-10-14 14:00:00+00:00,long,1.15817,1.15717,-9.999999999998899,AF-CAND-0242,stop_loss,1.15717,1.16057,False,
2025-10-14 14:07:00+00:00,2025-10-14 14:23:00+00:00,short,1.15707,1.15807,-9.999999999998899,AF-CAND-0242,stop_loss,1.15807,1.15467,False,
2025-10-14 14:29:00+00:00,2025-10-14 15:59:00+00:00,long,1.15833,1.16073,23.999999999999577,AF-CAND-0242,take_profit,1.15733,1.16073,False,
2025-10-14 16:05:00+00:00,2025-10-14 18:11:00+00:00,long,1.16093,1.16062,-3.1000000000003247,AF-CAND-0242,timeout,1.15993,1.16333,False,
2025-10-15 13:07:00+00:00,2025-10-15 13:30:00+00:00,short,1.16129,1.16229,-10.000000000001119,AF-CAND-0242,stop_loss,1.16229,1.15889,False,
2025-10-15 14:08:00+00:00,2025-10-15 15:21:00+00:00,short,1.16226,1.16326,-9.999999999998899,AF-CAND-0242,stop_loss,1.16326,1.15986,False,
2025-10-15 15:56:00+00:00,2025-10-15 18:02:00+00:00,short,1.16327,1.16305,2.20000000000109,AF-CAND-0242,timeout,1.16427,1.16087,False,
2025-10-16 13:51:00+00:00,2025-10-16 15:57:00+00:00,long,1.16621,1.16651,2.9999999999996696,AF-CAND-0242,timeout,1.16521,1.16861,False,
2025-10-16 16:07:00+00:00,2025-10-16 18:13:00+00:00,long,1.16708,1.1691,20.200000000001328,AF-CAND-0242,timeout,1.16608,1.16948,False,
2025-10-17 14:10:00+00:00,2025-10-17 14:42:00+00:00,short,1.16622,1.16722,-9.999999999998899,AF-CAND-0242,stop_loss,1.16722,1.16382,False,
2025-10-17 14:56:00+00:00,2025-10-17 17:02:00+00:00,long,1.16686,1.16697,1.100000000000545,AF-CAND-0242,timeout,1.16586,1.16926,False,
2025-10-21 13:50:00+00:00,2025-10-21 14:23:00+00:00,short,1.16059,1.16159,-9.999999999998899,AF-CAND-0242,stop_loss,1.16159,1.15819,False,
2025-10-21 14:52:00+00:00,2025-10-21 15:05:00+00:00,short,1.16008,1.16108,-9.999999999998899,AF-CAND-0242,stop_loss,1.16108,1.15768,False,
2025-10-21 16:05:00+00:00,2025-10-21 16:17:00+00:00,long,1.16217,1.16117,-9.999999999998899,AF-CAND-0242,stop_loss,1.16117,1.16457,False,
2025-10-21 16:20:00+00:00,2025-10-21 18:26:00+00:00,short,1.16132,1.16058,7.399999999999629,AF-CAND-0242,timeout,1.16232,1.15892,False,
2025-10-22 13:08:00+00:00,2025-10-22 13:30:00+00:00,short,1.15832,1.15932,-9.999999999998899,AF-CAND-0242,stop_loss,1.15932,1.15592,False,
2025-10-22 14:13:00+00:00,2025-10-22 14:29:00+00:00,short,1.15933,1.16033,-10.000000000001119,AF-CAND-0242,stop_loss,1.16033,1.15693,False,
2025-10-22 16:34:00+00:00,2025-10-22 18:40:00+00:00,long,1.16199,1.16119,-8.00000000000134,AF-CAND-0242,timeout,1.16099,1.16439,False,
2025-10-23 14:47:00+00:00,2025-10-23 16:53:00+00:00,short,1.16128,1.161,2.80000000000058,AF-CAND-0242,timeout,1.16228,1.15888,False,
2025-10-24 13:00:00+00:00,2025-10-24 13:45:00+00:00,long,1.16352,1.16252,-10.000000000001119,AF-CAND-0242,stop_loss,1.16252,1.16592,False,
2025-10-24 13:52:00+00:00,2025-10-24 14:14:00+00:00,short,1.16225,1.16325,-9.999999999998899,AF-CAND-0242,stop_loss,1.16325,1.15985,False,
2025-10-24 14:19:00+00:00,2025-10-24 14:30:00+00:00,long,1.16323,1.16223,-9.999999999998899,AF-CAND-0242,stop_loss,1.16223,1.16563,False,
2025-10-24 14:33:00+00:00,2025-10-24 15:29:00+00:00,short,1.16244,1.16344,-10.000000000001119,AF-CAND-0242,stop_loss,1.16344,1.16004,False,
2025-10-27 15:11:00+00:00,2025-10-27 17:17:00+00:00,short,1.16347,1.16397,-4.999999999999449,AF-CAND-0242,timeout,1.16447,1.16107,False,
2025-10-28 14:36:00+00:00,2025-10-28 14:40:00+00:00,short,1.16537,1.16637,-9.999999999998899,AF-CAND-0242,stop_loss,1.16637,1.16297,False,
2025-10-28 16:12:00+00:00,2025-10-28 16:58:00+00:00,short,1.16568,1.16668,-9.999999999998899,AF-CAND-0242,stop_loss,1.16668,1.16328,False,
2025-10-29 13:50:00+00:00,2025-10-29 14:55:00+00:00,short,1.1636,1.1646,-10.000000000001119,AF-CAND-0242,stop_loss,1.1646,1.1612,False,
2025-10-29 16:10:00+00:00,2025-10-29 18:16:00+00:00,short,1.16587,1.16404,18.299999999999983,AF-CAND-0242,timeout,1.16687,1.16347,False,
2025-10-30 13:27:00+00:00,2025-10-30 15:33:00+00:00,long,1.15643,1.15725,8.199999999998209,AF-CAND-0242,timeout,1.15543,1.15883,False,
2025-10-30 15:42:00+00:00,2025-10-30 17:48:00+00:00,short,1.15638,1.15682,-4.3999999999999595,AF-CAND-0242,timeout,1.15738,1.15398,False,
2025-10-31 14:11:00+00:00,2025-10-31 16:17:00+00:00,short,1.15355,1.15337,1.80000000000069,AF-CAND-0242,timeout,1.15455,1.15115,False,
2025-10-31 16:21:00+00:00,2025-10-31 18:27:00+00:00,short,1.15303,1.15256,4.699999999999704,AF-CAND-0242,timeout,1.15403,1.15063,False,
2025-11-03 15:07:00+00:00,2025-11-03 15:26:00+00:00,long,1.15212,1.15112,-10.000000000001119,AF-CAND-0242,stop_loss,1.15112,1.15452,False,
2025-11-03 15:33:00+00:00,2025-11-03 15:49:00+00:00,short,1.15078,1.15178,-10.000000000001119,AF-CAND-0242,stop_loss,1.15178,1.14838,False,
2025-11-03 16:02:00+00:00,2025-11-03 18:08:00+00:00,long,1.15247,1.1529,4.299999999999304,AF-CAND-0242,timeout,1.15147,1.15487,False,
2025-11-04 14:55:00+00:00,2025-11-04 17:01:00+00:00,long,1.14831,1.14889,5.800000000000249,AF-CAND-0242,timeout,1.14731,1.15071,False,
2025-11-05 13:20:00+00:00,2025-11-05 15:26:00+00:00,short,1.14844,1.14845,-0.10000000000065512,AF-CAND-0242,timeout,1.14944,1.14604,False,
2025-11-05 15:54:00+00:00,2025-11-05 16:06:00+00:00,long,1.14798,1.14698,-9.999999999998899,AF-CAND-0242,stop_loss,1.14698,1.15038,False,
2025-11-05 16:09:00+00:00,2025-11-05 16:25:00+00:00,short,1.14713,1.14813,-10.000000000001119,AF-CAND-0242,stop_loss,1.14813,1.14473,False,
2025-11-05 16:30:00+00:00,2025-11-05 18:36:00+00:00,long,1.14805,1.14799,-0.5999999999994898,AF-CAND-0242,timeout,1.14705,1.15045,False,
2025-11-06 15:23:00+00:00,2025-11-06 15:38:00+00:00,long,1.15312,1.15212,-9.999999999998899,AF-CAND-0242,stop_loss,1.15212,1.15552,False,
2025-11-06 15:41:00+00:00,2025-11-06 15:53:00+00:00,short,1.15247,1.15347,-9.999999999998899,AF-CAND-0242,stop_loss,1.15347,1.15007,False,
2025-11-07 14:11:00+00:00,2025-11-07 16:17:00+00:00,long,1.15726,1.15799,7.300000000001194,AF-CAND-0242,timeout,1.15626,1.15966,False,
2025-11-10 16:19:00+00:00,2025-11-10 16:49:00+00:00,long,1.1553,1.1543,-9.999999999998899,AF-CAND-0242,stop_loss,1.1543,1.1577,False,
2025-11-11 13:29:00+00:00,2025-11-11 15:35:00+00:00,long,1.15945,1.15981,3.5999999999991594,AF-CAND-0242,timeout,1.15845,1.16185,False,
2025-11-12 14:18:00+00:00,2025-11-12 14:50:00+00:00,short,1.15648,1.15748,-10.000000000001119,AF-CAND-0242,stop_loss,1.15748,1.15408,False,
2025-11-13 13:01:00+00:00,2025-11-13 13:31:00+00:00,long,1.16232,1.16132,-10.000000000001119,AF-CAND-0242,stop_loss,1.16132,1.16472,False,
2025-11-13 14:38:00+00:00,2025-11-13 16:44:00+00:00,long,1.16266,1.16448,18.199999999999328,AF-CAND-0242,timeout,1.16166,1.16506,False,
2025-11-14 13:08:00+00:00,2025-11-14 14:54:00+00:00,short,1.1647,1.1623,23.999999999999577,AF-CAND-0242,take_profit,1.1657,1.1623,False,
2025-11-14 14:56:00+00:00,2025-11-14 17:02:00+00:00,short,1.16236,1.16184,5.20000000000076,AF-CAND-0242,timeout,1.16336,1.15996,False,
2025-11-18 14:59:00+00:00,2025-11-18 15:55:00+00:00,long,1.16003,1.15903,-9.999999999998899,AF-CAND-0242,stop_loss,1.15903,1.16243,False,
2025-11-18 16:05:00+00:00,2025-11-18 18:11:00+00:00,short,1.15796,1.1578,1.6000000000016001,AF-CAND-0242,timeout,1.15896,1.15556,False,
2025-11-19 14:34:00+00:00,2025-11-19 14:56:00+00:00,long,1.15641,1.15541,-9.999999999998899,AF-CAND-0242,stop_loss,1.15541,1.15881,False,
2025-11-19 15:29:00+00:00,2025-11-19 17:35:00+00:00,short,1.15492,1.15287,20.499999999998852,AF-CAND-0242,timeout,1.15592,1.15252,False,
2025-11-20 13:34:00+00:00,2025-11-20 14:33:00+00:00,long,1.15248,1.15488,23.999999999999577,AF-CAND-0242,take_profit,1.15148,1.15488,False,
2025-11-20 14:35:00+00:00,2025-11-20 14:51:00+00:00,long,1.15474,1.15374,-10.000000000001119,AF-CAND-0242,stop_loss,1.15374,1.15714,False,
2025-11-20 15:31:00+00:00,2025-11-20 16:10:00+00:00,short,1.15263,1.15363,-9.999999999998899,AF-CAND-0242,stop_loss,1.15363,1.15023,False,
2025-11-20 16:15:00+00:00,2025-11-20 17:38:00+00:00,long,1.1538,1.1528,-9.999999999998899,AF-CAND-0242,stop_loss,1.1528,1.1562,False,
2025-11-21 13:01:00+00:00,2025-11-21 13:11:00+00:00,long,1.15253,1.15153,-10.000000000001119,AF-CAND-0242,stop_loss,1.15153,1.15493,False,
2025-11-21 13:15:00+00:00,2025-11-21 13:52:00+00:00,short,1.15171,1.15271,-9.999999999998899,AF-CAND-0242,stop_loss,1.15271,1.14931,False,
2025-11-21 14:14:00+00:00,2025-11-21 15:01:00+00:00,short,1.15116,1.15216,-10.000000000001119,AF-CAND-0242,stop_loss,1.15216,1.14876,False,
2025-11-21 15:24:00+00:00,2025-11-21 17:30:00+00:00,short,1.15125,1.15045,8.00000000000134,AF-CAND-0242,timeout,1.15225,1.14885,False,
2025-11-24 14:49:00+00:00,2025-11-24 16:55:00+00:00,short,1.15275,1.1523,4.499999999998394,AF-CAND-0242,timeout,1.15375,1.15035,False,
2025-11-25 13:00:00+00:00,2025-11-25 14:48:00+00:00,long,1.15457,1.15697,23.999999999999577,AF-CAND-0242,take_profit,1.15357,1.15697,False,
2025-11-25 14:51:00+00:00,2025-11-25 16:02:00+00:00,long,1.15705,1.15605,-9.999999999998899,AF-CAND-0242,stop_loss,1.15605,1.15945,False,
2025-11-26 13:25:00+00:00,2025-11-26 13:30:00+00:00,long,1.15817,1.15717,-9.999999999998899,AF-CAND-0242,stop_loss,1.15717,1.16057,False,
2025-11-26 13:40:00+00:00,2025-11-26 13:41:00+00:00,short,1.15639,1.15739,-9.999999999998899,AF-CAND-0242,stop_loss,1.15739,1.15399,False,
2025-11-26 13:51:00+00:00,2025-11-26 14:32:00+00:00,short,1.15552,1.15652,-9.999999999998899,AF-CAND-0242,stop_loss,1.15652,1.15312,False,
2025-11-26 14:41:00+00:00,2025-11-26 16:21:00+00:00,long,1.15735,1.15975,23.999999999999577,AF-CAND-0242,take_profit,1.15635,1.15975,False,
2025-11-28 13:17:00+00:00,2025-11-28 13:50:00+00:00,short,1.15652,1.15752,-10.000000000001119,AF-CAND-0242,stop_loss,1.15752,1.15412,False,
2025-11-28 15:14:00+00:00,2025-11-28 15:46:00+00:00,short,1.15814,1.15914,-10.000000000001119,AF-CAND-0242,stop_loss,1.15914,1.15574,False,
2025-11-28 16:01:00+00:00,2025-11-28 16:23:00+00:00,long,1.16036,1.15936,-10.000000000001119,AF-CAND-0242,stop_loss,1.15936,1.16276,False,
2025-11-28 16:39:00+00:00,2025-11-28 18:45:00+00:00,long,1.15997,1.15979,-1.7999999999984695,AF-CAND-0242,timeout,1.15897,1.16237,False,
2025-12-01 13:21:00+00:00,2025-12-01 15:27:00+00:00,short,1.16419,1.1634,7.900000000000684,AF-CAND-0242,timeout,1.16519,1.16179,False,
2025-12-01 15:44:00+00:00,2025-12-01 16:03:00+00:00,short,1.16245,1.16345,-10.000000000001119,AF-CAND-0242,stop_loss,1.16345,1.16005,False,
2025-12-02 15:13:00+00:00,2025-12-02 15:37:00+00:00,short,1.16066,1.16166,-9.999999999998899,AF-CAND-0242,stop_loss,1.16166,1.15826,False,
2025-12-02 15:38:00+00:00,2025-12-02 15:49:00+00:00,long,1.16148,1.16048,-10.000000000001119,AF-CAND-0242,stop_loss,1.16048,1.16388,False,
2025-12-02 15:57:00+00:00,2025-12-02 18:03:00+00:00,short,1.16035,1.16081,-4.599999999999049,AF-CAND-0242,timeout,1.16135,1.15795,False,
2025-12-03 13:36:00+00:00,2025-12-03 15:42:00+00:00,short,1.16678,1.16605,7.299999999998974,AF-CAND-0242,timeout,1.16778,1.16438,False,
2025-12-04 13:47:00+00:00,2025-12-04 15:53:00+00:00,long,1.16665,1.16684,1.900000000001345,AF-CAND-0242,timeout,1.16565,1.16905,False,
