timestamp_utc,candidate_id,run_id,signal,spread_pips,bars_processed
2025.10.01 08:00:00Z,AF-CAND-0730,mt5run-20260413T234840Z,-1,0.100000,596
2025.10.01 08:03:00Z,AF-CAND-0730,mt5run-20260413T234840Z,1,0.100000,599
2025.10.01 08:24:00Z,AF-CAND-0730,mt5run-20260413T234840Z,-1,0.100000,620
2025.10.01 10:34:00Z,AF-CAND-0730,mt5run-20260413T234840Z,-1,0.100000,750
2025.10.01 11:31:00Z,AF-CAND-0730,mt5run-20260413T234840Z,-1,0.100000,807
2025.10.01 11:42:00Z,AF-CAND-0730,mt5run-20260413T234840Z,1,0.100000,818
2025.10.01 13:16:00Z,AF-CAND-0730,mt5run-20260413T234840Z,1,0.100000,912
2025.10.02 08:00:00Z,AF-CAND-0730,mt5run-20260413T234840Z,1,0.100000,2030
2025.10.02 11:02:00Z,AF-CAND-0730,mt5run-20260413T234840Z,-1,0.100000,2212
2025.10.02 13:05:00Z,AF-CAND-0730,mt5run-20260413T234840Z,1,0.100000,2335
2025.10.02 13:26:00Z,AF-CAND-0730,mt5run-20260413T234840Z,-1,0.100000,2356
2025.10.03 08:01:00Z,AF-CAND-0730,mt5run-20260413T234840Z,1,0.100000,3464
2025.10.03 11:05:00Z,AF-CAND-0730,mt5run-20260413T234840Z,-1,0.200000,3648
2025.10.03 12:56:00Z,AF-CAND-0730,mt5run-20260413T234840Z,-1,0.100000,3759
2025.10.06 08:01:00Z,AF-CAND-0730,mt5run-20260413T234840Z,-1,0.100000,4897
2025.10.06 08:06:00Z,AF-CAND-0730,mt5run-20260413T234840Z,1,0.100000,4902
2025.10.06 08:42:00Z,AF-CAND-0730,mt5run-20260413T234840Z,-1,0.100000,4938
2025.10.06 09:01:00Z,AF-CAND-0730,mt5run-20260413T234840Z,-1,0.100000,4957
2025.10.06 09:31:00Z,AF-CAND-0730,mt5run-20260413T234840Z,1,0.100000,4987
2025.10.06 10:10:00Z,AF-CAND-0730,mt5run-20260413T234840Z,-1,0.100000,5026
2025.10.06 12:15:00Z,AF-CAND-0730,mt5run-20260413T234840Z,1,0.100000,5151
2025.10.07 08:02:00Z,AF-CAND-0730,mt5run-20260413T234840Z,-1,0.100000,6332
2025.10.07 11:08:00Z,AF-CAND-0730,mt5run-20260413T234840Z,1,0.100000,6518
2025.10.07 12:26:00Z,AF-CAND-0730,mt5run-20260413T234840Z,-1,0.100000,6596
2025.10.07 13:09:00Z,AF-CAND-0730,mt5run-20260413T234840Z,1,0.100000,6639
2025.10.07 13:18:00Z,AF-CAND-0730,mt5run-20260413T234840Z,-1,0.100000,6648
2025.10.07 13:37:00Z,AF-CAND-0730,mt5run-20260413T234840Z,1,0.100000,6667
2025.10.08 08:08:00Z,AF-CAND-0730,mt5run-20260413T234840Z,1,0.100000,7770
2025.10.08 09:58:00Z,AF-CAND-0730,mt5run-20260413T234840Z,-1,0.100000,7880
