expected_index,actual_index,side,expected_timestamp_utc,actual_timestamp_utc,expected_exit_timestamp_utc,actual_exit_timestamp_utc,expected_entry_price,actual_entry_price,expected_exit_price,actual_exit_price,expected_pnl_pips,actual_pnl_pips,expected_exit_reason,actual_exit_reason,exit_reason_match,expected_stop_loss_price,actual_stop_loss_price,expected_take_profit_price,actual_take_profit_price,expected_same_bar_collision,actual_same_bar_collision,same_bar_collision_match,expected_collision_resolution,baseline_expected_exit_timestamp_utc,baseline_expected_exit_price,baseline_expected_pnl_pips,baseline_expected_exit_reason,baseline_expected_stop_loss_price,baseline_expected_take_profit_price,comparison_basis,boundary_ambiguous_close_timing,entry_price_delta_pips,exit_price_delta_pips,fill_delta_pips,close_timing_delta_seconds,breach_entry_price,breach_exit_price,breach_fill_delta,breach_close_timing,breach_exit_reason,breach_same_bar_collision,breach_any,likely_cause
18,20,long,2025-10-06T12:15:00Z,2025-10-06T12:15:00Z,2025-10-06T14:03:00Z,2025-10-06T14:03:40Z,1.1668,1.16681,1.16931,1.16931,25.0,25.0,take_profit,take_profit,True,1.16601,1.16601,1.16931,1.16931,False,False,True,,2025-10-06T14:03:00Z,1.1693,25.0,take_profit,1.166,1.1693,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
19,21,short,2025-10-07T08:02:00Z,2025-10-07T08:02:00Z,2025-10-07T10:42:00Z,2025-10-07T11:02:00Z,1.16856,1.16856,1.16606,1.1665,25.0,20.6,take_profit,timeout,False,1.16936,1.16936,1.16606,1.16606,False,False,True,,2025-10-07T10:42:00Z,1.16606,25.0,take_profit,1.16936,1.16606,actual_fill_adjusted_executable,False,0.0,4.4,4.4,1200.0,False,True,True,True,True,False,True,timeout_rule_mismatch
22,24,long,2025-10-07T13:09:00Z,2025-10-07T13:09:00Z,2025-10-07T13:17:00Z,2025-10-07T13:17:40Z,1.16659,1.1666,1.1658,1.1658,-8.0,-8.0,stop_loss,stop_loss,True,1.1658,1.1658,1.1691,1.1691,False,False,True,,2025-10-07T13:17:00Z,1.16579,-8.0,stop_loss,1.16579,1.16909,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
23,25,short,2025-10-07T13:18:00Z,2025-10-07T13:18:00Z,2025-10-07T13:36:00Z,2025-10-07T13:36:40Z,1.16575,1.16575,1.16655,1.16655,-8.0,-8.0,stop_loss,stop_loss,True,1.16655,1.16655,1.16325,1.16325,False,False,True,,2025-10-07T13:36:00Z,1.16655,-8.0,stop_loss,1.16655,1.16325,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
24,26,long,2025-10-07T13:37:00Z,2025-10-07T13:37:00Z,2025-10-07T15:00:00Z,2025-10-07T15:00:40Z,1.16655,1.16656,1.16576,1.16576,-8.0,-8.0,stop_loss,stop_loss,True,1.16576,1.16576,1.16906,1.16906,False,False,True,,2025-10-07T15:00:00Z,1.16575,-8.0,stop_loss,1.16575,1.16905,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
25,27,long,2025-10-08T08:08:00Z,2025-10-08T08:08:00Z,2025-10-08T09:57:00Z,2025-10-08T09:57:40Z,1.16187,1.16188,1.16108,1.16108,-8.0,-8.0,stop_loss,stop_loss,True,1.16108,1.16108,1.16438,1.16438,False,False,True,,2025-10-08T09:57:00Z,1.16107,-8.0,stop_loss,1.16107,1.16437,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
26,28,short,2025-10-08T09:58:00Z,2025-10-08T09:58:00Z,2025-10-08T11:24:00Z,2025-10-08T11:24:40Z,1.16132,1.16132,1.16212,1.16212,-8.0,-8.0,stop_loss,stop_loss,True,1.16212,1.16212,1.15882,1.15882,False,False,True,,2025-10-08T11:24:00Z,1.16212,-8.0,stop_loss,1.16212,1.15882,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
27,29,long,2025-10-08T11:25:00Z,2025-10-08T11:25:00Z,2025-10-08T14:25:00Z,2025-10-08T14:25:00Z,1.1623,1.16231,1.16329,1.16329,9.8,9.8,timeout,timeout,True,1.16151,1.16151,1.16481,1.16481,False,False,True,,2025-10-08T14:25:00Z,1.16329,9.9,timeout,1.1615,1.1648,actual_fill_adjusted_executable,False,0.1,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
28,30,long,2025-10-09T08:01:00Z,2025-10-09T08:01:00Z,2025-10-09T08:38:00Z,2025-10-09T08:38:20Z,1.1619,1.16191,1.16111,1.16111,-8.0,-8.0,stop_loss,stop_loss,True,1.16111,1.16111,1.16441,1.16441,False,False,True,,2025-10-09T08:39:00Z,1.1611,-8.0,stop_loss,1.1611,1.1644,actual_fill_adjusted_executable,False,0.1,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
29,31,short,2025-10-09T08:40:00Z,2025-10-09T08:39:00Z,2025-10-09T10:04:00Z,2025-10-09T10:04:40Z,1.16109,1.16123,1.16189,1.16203,-8.0,-8.0,stop_loss,stop_loss,True,1.16189,1.16203,1.15859,1.15873,False,False,True,,2025-10-09T10:04:00Z,1.16189,-8.0,stop_loss,1.16189,1.15859,baseline_executable,False,1.4,1.4,0.0,40.0,True,True,False,False,False,False,True,entry_price_drift
30,32,long,2025-10-09T10:05:00Z,2025-10-09T10:05:00Z,2025-10-09T10:09:00Z,2025-10-09T10:09:40Z,1.16234,1.16235,1.16155,1.16155,-8.0,-8.0,stop_loss,stop_loss,True,1.16155,1.16155,1.16485,1.16485,False,False,True,,2025-10-09T10:09:00Z,1.16154,-8.0,stop_loss,1.16154,1.16484,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
31,33,short,2025-10-09T10:16:00Z,2025-10-09T10:16:00Z,2025-10-09T10:25:00Z,2025-10-09T10:25:40Z,1.16126,1.16126,1.16206,1.16206,-8.0,-8.0,stop_loss,stop_loss,True,1.16206,1.16206,1.15876,1.15876,False,False,True,,2025-10-09T10:25:00Z,1.16206,-8.0,stop_loss,1.16206,1.15876,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
32,34,long,2025-10-09T10:26:00Z,2025-10-09T10:26:00Z,2025-10-09T12:03:00Z,2025-10-09T12:03:40Z,1.16205,1.16206,1.16126,1.16126,-8.0,-8.0,stop_loss,stop_loss,True,1.16126,1.16126,1.16456,1.16456,False,False,True,,2025-10-09T12:03:00Z,1.16125,-8.0,stop_loss,1.16125,1.16455,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
33,35,short,2025-10-09T12:04:00Z,2025-10-09T12:04:00Z,2025-10-09T12:40:00Z,2025-10-09T12:40:40Z,1.16126,1.16126,1.16206,1.16206,-8.0,-8.0,stop_loss,stop_loss,True,1.16206,1.16206,1.15876,1.15876,False,False,True,,2025-10-09T12:40:00Z,1.16206,-8.0,stop_loss,1.16206,1.15876,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
34,36,long,2025-10-09T12:41:00Z,2025-10-09T12:41:00Z,2025-10-09T12:57:00Z,2025-10-09T12:57:20Z,1.16204,1.16205,1.16125,1.16125,-8.0,-8.0,stop_loss,stop_loss,True,1.16125,1.16125,1.16455,1.16455,False,False,True,,2025-10-09T12:57:00Z,1.16124,-8.0,stop_loss,1.16124,1.16454,actual_fill_adjusted_executable,False,0.1,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
35,37,short,2025-10-09T12:58:00Z,2025-10-09T12:58:00Z,2025-10-09T14:07:00Z,2025-10-09T14:07:20Z,1.16141,1.16141,1.16221,1.16221,-8.0,-8.0,stop_loss,stop_loss,True,1.16221,1.16221,1.15891,1.15891,False,False,True,,2025-10-09T14:07:00Z,1.16221,-8.0,stop_loss,1.16221,1.15891,actual_fill_adjusted_executable,False,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
36,38,long,2025-10-10T08:05:00Z,2025-10-10T08:05:00Z,2025-10-10T08:21:00Z,2025-10-10T08:21:40Z,1.15741,1.15742,1.15662,1.15662,-8.0,-8.0,stop_loss,stop_loss,True,1.15662,1.15662,1.15992,1.15992,False,False,True,,2025-10-10T08:21:00Z,1.15661,-8.0,stop_loss,1.15661,1.15991,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
37,39,short,2025-10-10T08:22:00Z,2025-10-10T08:22:00Z,2025-10-10T08:33:00Z,2025-10-10T08:33:40Z,1.15667,1.15667,1.15747,1.15747,-8.0,-8.0,stop_loss,stop_loss,True,1.15747,1.15747,1.15417,1.15417,False,False,True,,2025-10-10T08:33:00Z,1.15747,-8.0,stop_loss,1.15747,1.15417,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
38,40,long,2025-10-10T08:34:00Z,2025-10-10T08:34:00Z,2025-10-10T11:34:00Z,2025-10-10T11:34:00Z,1.15748,1.15749,1.15777,1.15777,2.8,2.8,timeout,timeout,True,1.15669,1.15669,1.15999,1.15999,False,False,True,,2025-10-10T11:34:00Z,1.15777,2.9,timeout,1.15668,1.15998,actual_fill_adjusted_executable,False,0.1,0.0,0.0,0.0,False,False,False,False,False,False,False,within_tolerance
39,41,short,2025-10-10T11:35:00Z,2025-10-10T11:35:00Z,2025-10-10T14:35:00Z,2025-10-10T14:35:00Z,1.15783,1.15783,1.15661,1.15662,12.2,12.1,timeout,timeout,True,1.15863,1.15863,1.15533,1.15533,False,False,True,,2025-10-10T14:35:00Z,1.15661,12.2,timeout,1.15863,1.15533,actual_fill_adjusted_executable,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
40,42,short,2025-10-13T08:01:00Z,2025-10-13T08:01:00Z,2025-10-13T09:32:00Z,2025-10-13T09:32:40Z,1.16116,1.16116,1.15866,1.15866,25.0,25.0,take_profit,take_profit,True,1.16196,1.16196,1.15866,1.15866,False,False,True,,2025-10-13T09:32:00Z,1.15866,25.0,take_profit,1.16196,1.15866,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
41,43,short,2025-10-13T09:33:00Z,2025-10-13T09:33:00Z,2025-10-13T10:13:00Z,2025-10-13T10:13:40Z,1.15879,1.15879,1.15959,1.15959,-8.0,-8.0,stop_loss,stop_loss,True,1.15959,1.15959,1.15629,1.15629,False,False,True,,2025-10-13T10:13:00Z,1.15959,-8.0,stop_loss,1.15959,1.15629,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
42,44,long,2025-10-13T10:14:00Z,2025-10-13T10:14:00Z,2025-10-13T11:17:00Z,2025-10-13T11:17:20Z,1.15955,1.15956,1.15876,1.15876,-8.0,-8.0,stop_loss,stop_loss,True,1.15876,1.15876,1.16206,1.16206,False,False,True,,2025-10-13T11:17:00Z,1.15875,-8.0,stop_loss,1.15875,1.16205,actual_fill_adjusted_executable,False,0.1,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
43,45,short,2025-10-13T11:23:00Z,2025-10-13T11:23:00Z,2025-10-13T12:06:00Z,2025-10-13T12:06:40Z,1.15844,1.15844,1.15924,1.15924,-8.0,-8.0,stop_loss,stop_loss,True,1.15924,1.15924,1.15594,1.15594,False,False,True,,2025-10-13T12:06:00Z,1.15924,-8.0,stop_loss,1.15924,1.15594,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
44,46,long,2025-10-13T12:07:00Z,2025-10-13T12:07:00Z,2025-10-13T12:25:00Z,2025-10-13T12:25:40Z,1.15938,1.15939,1.15859,1.15859,-8.0,-8.0,stop_loss,stop_loss,True,1.15859,1.15859,1.16189,1.16189,False,False,True,,2025-10-13T12:25:00Z,1.15858,-8.0,stop_loss,1.15858,1.16188,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
45,47,short,2025-10-13T12:27:00Z,2025-10-13T12:27:00Z,2025-10-13T15:27:00Z,2025-10-13T15:27:00Z,1.15844,1.15844,1.1565,1.15651,19.4,19.3,timeout,timeout,True,1.15924,1.15924,1.15594,1.15594,False,False,True,,2025-10-13T15:27:00Z,1.1565,19.4,timeout,1.15924,1.15594,actual_fill_adjusted_executable,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
46,48,long,2025-10-14T08:07:00Z,2025-10-14T08:07:00Z,2025-10-14T08:14:00Z,2025-10-14T08:14:20Z,1.15731,1.15732,1.15652,1.15652,-8.0,-8.0,stop_loss,stop_loss,True,1.15652,1.15652,1.15982,1.15982,False,False,True,,2025-10-14T08:17:00Z,1.15651,-8.0,stop_loss,1.15651,1.15981,actual_fill_adjusted_executable,False,0.1,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
47,49,short,2025-10-14T08:18:00Z,2025-10-14T08:18:00Z,2025-10-14T11:18:00Z,2025-10-14T11:18:00Z,1.15659,1.15659,1.15561,1.15562,9.8,9.7,timeout,timeout,True,1.15739,1.15739,1.15409,1.15409,False,False,True,,2025-10-14T11:18:00Z,1.15561,9.8,timeout,1.15739,1.15409,actual_fill_adjusted_executable,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
48,50,short,2025-10-14T11:23:00Z,2025-10-14T11:23:00Z,2025-10-14T13:14:00Z,2025-10-14T13:14:40Z,1.15514,1.15514,1.15594,1.15594,-8.0,-8.0,stop_loss,stop_loss,True,1.15594,1.15594,1.15264,1.15264,False,False,True,,2025-10-14T13:14:00Z,1.15594,-8.0,stop_loss,1.15594,1.15264,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
49,51,long,2025-10-14T13:15:00Z,2025-10-14T13:15:00Z,2025-10-14T13:40:00Z,2025-10-14T13:40:40Z,1.15593,1.15594,1.15514,1.15514,-8.0,-8.0,stop_loss,stop_loss,True,1.15514,1.15514,1.15844,1.15844,False,False,True,,2025-10-14T13:40:00Z,1.15513,-8.0,stop_loss,1.15513,1.15843,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
50,52,short,2025-10-14T13:41:00Z,2025-10-14T13:41:00Z,2025-10-14T14:04:00Z,2025-10-14T14:04:40Z,1.15505,1.15505,1.15585,1.15585,-8.0,-8.0,stop_loss,stop_loss,True,1.15585,1.15585,1.15255,1.15255,False,False,True,,2025-10-14T14:04:00Z,1.15585,-8.0,stop_loss,1.15585,1.15255,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
51,53,long,2025-10-15T08:08:00Z,2025-10-15T08:08:00Z,2025-10-15T08:22:00Z,2025-10-15T08:22:40Z,1.16391,1.16392,1.16312,1.16312,-8.0,-8.0,stop_loss,stop_loss,True,1.16312,1.16312,1.16642,1.16642,False,False,True,,2025-10-15T08:22:00Z,1.16311,-8.0,stop_loss,1.16311,1.16641,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
52,54,short,2025-10-15T08:23:00Z,2025-10-15T08:23:00Z,2025-10-15T08:45:00Z,2025-10-15T08:45:40Z,1.16322,1.16322,1.16402,1.16402,-8.0,-8.0,stop_loss,stop_loss,True,1.16402,1.16402,1.16072,1.16072,False,False,True,,2025-10-15T08:45:00Z,1.16402,-8.0,stop_loss,1.16402,1.16072,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
53,55,long,2025-10-15T08:46:00Z,2025-10-15T08:46:00Z,2025-10-15T08:58:00Z,2025-10-15T08:58:40Z,1.1643,1.16431,1.16351,1.16351,-8.0,-8.0,stop_loss,stop_loss,True,1.16351,1.16351,1.16681,1.16681,False,False,True,,2025-10-15T08:58:00Z,1.1635,-8.0,stop_loss,1.1635,1.1668,actual_fill_adjusted_executable,False,0.1,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
54,56,short,2025-10-15T08:59:00Z,2025-10-15T08:59:00Z,2025-10-15T09:50:00Z,2025-10-15T09:50:40Z,1.16351,1.16351,1.16431,1.16431,-8.0,-8.0,stop_loss,stop_loss,True,1.16431,1.16431,1.16101,1.16101,False,False,True,,2025-10-15T09:50:00Z,1.16431,-8.0,stop_loss,1.16431,1.16101,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
55,57,long,2025-10-15T09:51:00Z,2025-10-15T09:51:00Z,2025-10-15T09:53:00Z,2025-10-15T09:53:40Z,1.16448,1.16448,1.16368,1.16368,-8.0,-8.0,stop_loss,stop_loss,True,1.16368,1.16368,1.16698,1.16698,False,False,True,,2025-10-15T09:53:00Z,1.16368,-8.0,stop_loss,1.16368,1.16698,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
56,58,short,2025-10-15T09:56:00Z,2025-10-15T09:56:00Z,2025-10-15T12:56:00Z,2025-10-15T12:56:00Z,1.16325,1.16325,1.16214,1.16215,11.1,11.0,timeout,timeout,True,1.16405,1.16405,1.16075,1.16075,False,False,True,,2025-10-15T12:56:00Z,1.16214,11.1,timeout,1.16405,1.16075,actual_fill_adjusted_executable,False,0.0,0.1,0.1,0.0,False,False,False,False,False,False,False,within_tolerance
57,59,short,2025-10-15T12:58:00Z,2025-10-15T12:58:00Z,2025-10-15T14:39:00Z,2025-10-15T14:39:40Z,1.16206,1.16206,1.16286,1.16286,-8.0,-8.0,stop_loss,stop_loss,True,1.16286,1.16286,1.15956,1.15956,False,False,True,,2025-10-15T14:39:00Z,1.16286,-8.0,stop_loss,1.16286,1.15956,actual_fill_adjusted_executable,False,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,within_tolerance
58,60,short,2025-10-16T08:08:00Z,2025-10-16T08:08:00Z,2025-10-16T09:44:00Z,2025-10-16T09:44:20Z,1.16515,1.16515,1.16595,1.16595,-8.0,-8.0,stop_loss,stop_loss,True,1.16595,1.16595,1.16265,1.16265,False,False,True,,2025-10-16T09:44:00Z,1.16595,-8.0,stop_loss,1.16595,1.16265,actual_fill_adjusted_executable,True,0.0,0.0,0.0,20.0,False,False,False,False,False,False,False,within_tolerance
