timestamp_utc,exit_timestamp_utc,side,entry_price,exit_price,pnl_pips,pnl_dollars,candidate_id,run_id,magic_number,ticket
2025.10.01 14:27:00Z,2025.10.01 15:02:40Z,long,1.17559,1.17489,-7.00000,-350.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,3
2025.10.01 15:10:00Z,2025.10.01 15:21:40Z,short,1.17517,1.17362,15.50000,775.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,5
2025.10.01 15:36:00Z,2025.10.01 15:46:40Z,long,1.17526,1.17456,-7.00000,-350.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,7
2025.10.01 16:08:00Z,2025.10.01 16:20:40Z,short,1.17391,1.17236,15.50000,775.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,9
2025.10.01 16:39:00Z,2025.10.01 16:59:40Z,long,1.17299,1.17229,-7.00000,-350.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,11
2025.10.02 14:46:00Z,2025.10.02 15:05:40Z,short,1.17279,1.17124,15.50000,775.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,13
2025.10.02 16:20:00Z,2025.10.02 17:10:40Z,short,1.16960,1.17030,-7.00000,-350.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,15
2025.10.03 15:19:00Z,2025.10.03 16:19:00Z,short,1.17457,1.17433,2.40000,120.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,17
2025.10.06 15:12:00Z,2025.10.06 15:21:40Z,long,1.17043,1.16973,-7.00000,-350.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,21
2025.10.06 16:01:00Z,2025.10.06 16:30:40Z,long,1.17157,1.17087,-7.00000,-350.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,23
2025.10.07 14:10:00Z,2025.10.07 14:14:40Z,long,1.16690,1.16620,-7.00000,-350.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,25
2025.10.07 14:59:00Z,2025.10.07 15:59:00Z,short,1.16612,1.16642,-3.00000,-150.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,27
2025.10.07 16:23:00Z,2025.10.07 17:23:00Z,long,1.16740,1.16768,2.80000,140.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,29
2025.10.08 14:27:00Z,2025.10.08 15:27:00Z,short,1.16350,1.16331,1.90000,95.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,31
2025.10.08 15:59:00Z,2025.10.08 16:49:40Z,short,1.16235,1.16080,15.50000,775.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,33
2025.10.09 14:31:00Z,2025.10.09 14:36:40Z,long,1.16129,1.16059,-7.00000,-350.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,35
2025.10.09 14:55:00Z,2025.10.09 15:00:40Z,long,1.16020,1.15950,-7.00000,-350.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,37
2025.10.09 15:13:00Z,2025.10.09 15:28:20Z,short,1.15939,1.15784,15.50000,775.00,AF-CAND-0240,mt5run-20260324T080435Z,200240,39
