timestamp_utc,exit_timestamp_utc,side,entry_price,exit_price,pnl_pips,pnl_dollars,candidate_id,run_id,magic_number,ticket,exit_reason,stop_loss_price,take_profit_price,same_bar_collision
2025.10.01 14:27:00Z,2025.10.01 15:02:42Z,long,1.17560,1.17489,-7.10000,-355.00,AF-CAND-0239,mt5run-20260324T110236Z,200239,3,stop_loss,1.17490,1.17705,false
2025.10.01 15:10:00Z,2025.10.01 15:21:40Z,short,1.17513,1.17368,14.50000,725.00,AF-CAND-0239,mt5run-20260324T110236Z,200239,5,take_profit,1.17583,1.17368,false
2025.10.01 15:36:00Z,2025.10.01 15:46:57Z,long,1.17525,1.17453,-7.20000,-360.00,AF-CAND-0239,mt5run-20260324T110236Z,200239,7,stop_loss,1.17455,1.17670,false
2025.10.01 16:08:00Z,2025.10.01 16:19:28Z,short,1.17391,1.17244,14.70000,735.00,AF-CAND-0239,mt5run-20260324T110236Z,200239,9,take_profit,1.17461,1.17246,false
2025.10.01 16:39:01Z,2025.10.01 16:51:15Z,long,1.17301,1.17231,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T110236Z,200239,11,stop_loss,1.17231,1.17446,false
2025.10.01 16:59:00Z,2025.10.01 17:53:00Z,short,1.17247,1.17215,3.20000,160.00,AF-CAND-0239,mt5run-20260324T110236Z,200239,13,timeout,1.17317,1.17102,false
2025.10.02 14:46:00Z,2025.10.02 15:05:39Z,short,1.17278,1.17131,14.70000,735.00,AF-CAND-0239,mt5run-20260324T110236Z,200239,15,take_profit,1.17348,1.17133,false
2025.10.02 16:20:00Z,2025.10.02 17:09:26Z,short,1.16956,1.17026,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T110236Z,200239,17,stop_loss,1.17026,1.16811,false
2025.10.03 15:19:00Z,2025.10.03 16:13:00Z,short,1.17455,1.17388,6.70000,335.00,AF-CAND-0239,mt5run-20260324T110236Z,200239,19,timeout,1.17525,1.17310,false
2025.10.03 16:55:00Z,2025.10.03 17:20:00Z,long,1.17469,1.17399,-7.00000,-350.00,AF-CAND-0239,mt5run-20260324T110236Z,200239,21,stop_loss,1.17399,1.17614,false
