timestamp_utc,candidate_id,run_id,signal,spread_pips,bars_processed
2026.03.25 15:44:00Z,AF-CAND-0263,mt5incident-20260412T012928Z,-1,0.100000,1000
2026.03.26 16:26:00Z,AF-CAND-0263,mt5incident-20260412T012928Z,1,0.400000,2476
2026.03.26 17:55:00Z,AF-CAND-0263,mt5incident-20260412T012928Z,1,0.400000,2565
2026.03.30 13:57:00Z,AF-CAND-0263,mt5incident-20260412T012928Z,1,0.200000,5252
2026.03.31 14:36:00Z,AF-CAND-0263,mt5incident-20260412T012928Z,-1,0.200000,6725
2026.03.31 16:42:00Z,AF-CAND-0263,mt5incident-20260412T012928Z,-1,0.000000,6851
2026.04.01 17:11:00Z,AF-CAND-0263,mt5incident-20260412T012928Z,-1,0.100000,8314
2026.04.02 15:16:00Z,AF-CAND-0263,mt5incident-20260412T012928Z,1,0.300000,9633
2026.04.02 15:44:00Z,AF-CAND-0263,mt5incident-20260412T012928Z,1,0.700000,9661
2026.04.07 14:23:00Z,AF-CAND-0263,mt5incident-20260412T012928Z,1,0.100000,13874
2026.04.08 17:31:00Z,AF-CAND-0263,mt5incident-20260412T012928Z,-1,0.200000,15496
2026.04.10 13:53:00Z,AF-CAND-0263,mt5incident-20260412T012928Z,-1,0.400000,18146
2026.04.10 15:09:00Z,AF-CAND-0263,mt5incident-20260412T012928Z,1,0.200000,18222
