timestamp_utc,exit_timestamp_utc,side,entry_price,exit_price,pnl_pips,candidate_id
2025-10-01 14:10:00+00:00,2025-10-01 14:47:00+00:00,short,1.17507,1.1735200000000001,15.499999999999403,AF-CAND-0240
2025-10-01 15:08:00+00:00,2025-10-01 15:20:00+00:00,short,1.17383,1.17228,15.499999999999403,AF-CAND-0240
2025-10-01 15:39:00+00:00,2025-10-01 15:51:00+00:00,long,1.17307,1.1723700000000001,-6.999999999999229,AF-CAND-0240
2025-10-01 15:59:00+00:00,2025-10-01 16:59:00+00:00,short,1.17241,1.17239,0.1999999999990898,AF-CAND-0240
2025-10-02 14:37:00+00:00,2025-10-02 14:40:00+00:00,long,1.17172,1.1710200000000002,-6.999999999999229,AF-CAND-0240
2025-10-02 15:20:00+00:00,2025-10-02 16:06:00+00:00,short,1.16951,1.17021,-6.999999999999229,AF-CAND-0240
2025-10-03 14:19:00+00:00,2025-10-03 15:19:00+00:00,short,1.17449,1.17439,0.9999999999998899,AF-CAND-0240
2025-10-03 15:50:00+00:00,2025-10-03 15:56:00+00:00,short,1.17415,1.17485,-6.999999999999229,AF-CAND-0240
2025-10-03 15:58:00+00:00,2025-10-03 16:14:00+00:00,long,1.17478,1.17408,-6.999999999999229,AF-CAND-0240
2025-10-06 14:12:00+00:00,2025-10-06 14:16:00+00:00,long,1.1705,1.1698000000000002,-6.999999999999229,AF-CAND-0240
2025-10-06 15:00:00+00:00,2025-10-06 15:22:00+00:00,long,1.17174,1.17104,-6.999999999999229,AF-CAND-0240
2025-10-07 14:00:00+00:00,2025-10-07 14:58:00+00:00,short,1.16594,1.16664,-6.999999999999229,AF-CAND-0240
2025-10-07 15:23:00+00:00,2025-10-07 16:23:00+00:00,long,1.16747,1.16761,1.40000000000029,AF-CAND-0240
2025-10-08 14:59:00+00:00,2025-10-08 15:52:00+00:00,short,1.16227,1.16072,15.499999999999403,AF-CAND-0240
2025-10-09 14:13:00+00:00,2025-10-09 14:17:00+00:00,short,1.15931,1.16001,-6.999999999999229,AF-CAND-0240
2025-10-09 14:21:00+00:00,2025-10-09 14:30:00+00:00,short,1.15939,1.15784,15.499999999999403,AF-CAND-0240
2025-10-09 14:31:00+00:00,2025-10-09 14:50:00+00:00,short,1.15782,1.15852,-6.999999999999229,AF-CAND-0240
2025-10-09 15:11:00+00:00,2025-10-09 15:17:00+00:00,short,1.1567,1.1574,-6.999999999999229,AF-CAND-0240
2025-10-09 15:27:00+00:00,2025-10-09 15:44:00+00:00,short,1.15637,1.15482,15.499999999999403,AF-CAND-0240
2025-10-09 15:45:00+00:00,2025-10-09 15:50:00+00:00,short,1.15481,1.1555099999999998,-6.999999999999229,AF-CAND-0240
2025-10-09 15:55:00+00:00,2025-10-09 16:55:00+00:00,long,1.15567,1.15577,0.9999999999998899,AF-CAND-0240
2025-10-10 14:44:00+00:00,2025-10-10 15:02:00+00:00,long,1.15745,1.159,15.499999999999403,AF-CAND-0240
