timestamp_utc,exit_timestamp_utc,side,entry_price,exit_price,pnl_pips,pnl_dollars,candidate_id,run_id,magic_number,ticket
2025.10.01 13:36:00Z,2025.10.01 13:41:29Z,short,1.17533,1.17446,8.70000,435.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,3
2025.10.01 15:58:00Z,2025.10.01 16:00:23Z,short,1.17443,1.17493,-5.00000,-250.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,5
2025.10.01 16:02:00Z,2025.10.01 16:08:21Z,short,1.17439,1.17351,8.80000,440.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,7
2025.10.01 16:16:00Z,2025.10.01 16:18:24Z,short,1.17364,1.17277,8.70000,435.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,9
2025.10.01 16:41:00Z,2025.10.01 16:51:14Z,long,1.17292,1.17241,-5.10000,-255.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,11
2025.10.02 14:19:00Z,2025.10.02 14:31:46Z,short,1.17380,1.17431,-5.10000,-255.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,13
2025.10.02 15:42:00Z,2025.10.02 16:08:00Z,short,1.17134,1.17102,3.20000,160.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,15
2025.10.03 15:22:00Z,2025.10.03 15:40:25Z,short,1.17467,1.17380,8.70000,435.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,17
2025.10.03 16:49:00Z,2025.10.03 16:56:39Z,short,1.17431,1.17487,-5.60000,-280.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,19
2025.10.09 14:15:00Z,2025.10.09 14:18:49Z,long,1.16147,1.16097,-5.00000,-250.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,21
2025.10.10 14:45:00Z,2025.10.10 15:09:51Z,long,1.15674,1.15761,8.70000,435.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,23
2025.10.14 13:29:00Z,2025.10.14 13:40:05Z,short,1.15616,1.15529,8.70000,435.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,25
2025.10.14 14:33:00Z,2025.10.14 14:59:00Z,long,1.15750,1.15764,1.40000,70.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,27
2025.10.15 14:07:00Z,2025.10.15 14:11:12Z,short,1.16137,1.16187,-5.00000,-250.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,29
2025.10.21 15:57:00Z,2025.10.21 16:18:38Z,long,1.16030,1.16117,8.70000,435.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,31
2025.10.22 14:12:00Z,2025.10.22 14:34:46Z,long,1.15859,1.15947,8.80000,440.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,33
2025.10.22 16:39:02Z,2025.10.22 17:05:00Z,long,1.16138,1.16110,-2.80000,-140.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,35
2025.10.24 15:43:01Z,2025.10.24 15:50:17Z,long,1.16269,1.16219,-5.00000,-250.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,37
2025.10.29 15:56:00Z,2025.10.29 16:22:02Z,short,1.16369,1.16401,-3.20000,-160.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,39
2025.11.03 16:39:00Z,2025.11.03 16:44:07Z,short,1.15092,1.15142,-5.00000,-250.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,41
2025.11.05 16:56:00Z,2025.11.05 17:04:06Z,long,1.14788,1.14738,-5.00000,-250.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,43
2025.11.07 15:14:01Z,2025.11.07 15:40:00Z,long,1.15720,1.15715,-0.50000,-25.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,45
2025.11.11 14:54:00Z,2025.11.11 14:55:35Z,short,1.15957,1.16007,-5.00000,-250.00,AF-CAND-0229,mt5run-20260324T005843Z,200229,47
