timestamp_utc,exit_timestamp_utc,side,entry_price,exit_price,pnl_pips,candidate_id
2025-10-01 15:01:00+00:00,2025-10-01 15:27:00+00:00,short,1.174405,1.17291,8.7,AF-CAND-0229
2025-10-01 15:40:00+00:00,2025-10-01 16:06:00+00:00,long,1.1728999999999998,1.17233,-5.0,AF-CAND-0229
2025-10-02 13:18:00+00:00,2025-10-02 13:44:00+00:00,short,1.173805,1.1725949999999998,8.7,AF-CAND-0229
2025-10-02 13:55:00+00:00,2025-10-02 14:21:00+00:00,short,1.17198,1.1711550000000002,6.699999999998374,AF-CAND-0229
2025-10-03 15:48:00+00:00,2025-10-03 16:14:00+00:00,short,1.174325,1.17441,-2.4999999999986144,AF-CAND-0229
2025-10-10 13:44:00+00:00,2025-10-10 14:10:00+00:00,long,1.15673,1.1575449999999998,6.599999999997719,AF-CAND-0229
2025-10-13 13:46:00+00:00,2025-10-13 14:12:00+00:00,long,1.15715,1.15666,-5.0,AF-CAND-0229
2025-10-14 14:17:00+00:00,2025-10-14 14:43:00+00:00,long,1.157705,1.159025,8.7,AF-CAND-0229
2025-10-14 15:44:00+00:00,2025-10-14 16:10:00+00:00,long,1.15936,1.16061,8.7,AF-CAND-0229
2025-10-14 16:38:00+00:00,2025-10-14 17:04:00+00:00,long,1.160705,1.16091,0.4999999999988347,AF-CAND-0229
2025-10-15 13:06:00+00:00,2025-10-15 13:32:00+00:00,short,1.161375,1.16217,-5.0,AF-CAND-0229
2025-10-16 16:39:00+00:00,2025-10-16 17:05:00+00:00,short,1.16731,1.168005,-5.0,AF-CAND-0229
2025-10-17 14:55:00+00:00,2025-10-17 15:21:00+00:00,long,1.166795,1.166375,-5.0,AF-CAND-0229
2025-10-21 14:56:00+00:00,2025-10-21 15:22:00+00:00,long,1.1602899999999998,1.161185,7.40000000000407,AF-CAND-0229
2025-10-22 13:11:00+00:00,2025-10-22 13:37:00+00:00,long,1.1585800000000002,1.15953,7.999999999998009,AF-CAND-0229
2025-10-22 15:38:00+00:00,2025-10-22 16:04:00+00:00,long,1.16137,1.16111,-4.20000000000198,AF-CAND-0229
2025-10-29 13:55:00+00:00,2025-10-29 14:21:00+00:00,short,1.1637,1.164005,-4.60000000000016,AF-CAND-0229
2025-10-30 15:07:00+00:00,2025-10-30 15:33:00+00:00,long,1.15716,1.157105,-2.2999999999984144,AF-CAND-0229
2025-10-31 15:41:00+00:00,2025-10-31 16:07:00+00:00,short,1.15272,1.1539199999999998,-5.0,AF-CAND-0229
2025-11-03 15:38:00+00:00,2025-11-03 16:04:00+00:00,short,1.15093,1.1525949999999998,-5.0,AF-CAND-0229
2025-11-05 13:52:00+00:00,2025-11-05 14:18:00+00:00,short,1.14789,1.14832,-5.0,AF-CAND-0229
2025-11-05 15:55:00+00:00,2025-11-05 16:21:00+00:00,long,1.14788,1.14769,-3.500000000001835,AF-CAND-0229
2025-11-07 14:13:00+00:00,2025-11-07 14:39:00+00:00,long,1.15719,1.157175,-1.7999999999984695,AF-CAND-0229
2025-11-07 16:01:00+00:00,2025-11-07 16:27:00+00:00,short,1.157315,1.1581,-5.0,AF-CAND-0229
2025-11-10 16:05:00+00:00,2025-11-10 16:31:00+00:00,short,1.15469,1.1553,-5.0,AF-CAND-0229
2025-11-11 13:53:00+00:00,2025-11-11 14:19:00+00:00,short,1.159585,1.1594799999999998,-0.4999999999988347,AF-CAND-0229
2025-11-11 14:28:00+00:00,2025-11-11 14:54:00+00:00,long,1.16008,1.160155,-0.900000000000345,AF-CAND-0229
2025-11-20 15:55:00+00:00,2025-11-20 16:21:00+00:00,short,1.1522450000000002,1.153875,-5.0,AF-CAND-0229
2025-11-24 14:56:00+00:00,2025-11-24 15:22:00+00:00,short,1.152825,1.1519400000000002,7.299999999997864,AF-CAND-0229
2025-11-28 14:11:00+00:00,2025-11-28 14:37:00+00:00,long,1.15801,1.1576300000000002,-5.0,AF-CAND-0229
2025-12-01 16:06:00+00:00,2025-12-01 16:32:00+00:00,long,1.16317,1.162445,-5.0,AF-CAND-0229
2025-12-02 15:56:00+00:00,2025-12-02 16:22:00+00:00,short,1.160445,1.160155,1.2999999999985246,AF-CAND-0229
2025-12-03 15:02:00+00:00,2025-12-03 15:28:00+00:00,short,1.16582,1.166635,-5.0,AF-CAND-0229
